"","Watershed","Site.ID","Date","Observer","Expected","Start.Time","End.time","Spp","Sign.Type","Fresh","Time","Photo.Ref","Veg","Camera","GPS","Water.level.rain.report","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest"
"657","Pawcatuck",1548,2021-03-30,"John Crockett",NA,2021-03-30 11:51:00,2021-03-30 13:18:00,"beaver","chewed stick","N",1899-12-31 13:09:00,NA,"pond edge","2","3",NA,NA,"foot",NA,NA,NA,NA,NA,NA
"658","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"beaver","chewed stick","N",1899-12-31 09:45:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"659","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"beaver","chewed stick","Y",1899-12-31 09:47:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"660","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"muskrat","chewed veg","Y",1899-12-31 09:49:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"661","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"beaver","castor mound","Y",1899-12-31 09:50:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"662","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"beaver","dam","N",1899-12-31 09:52:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"663","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"beaver","castor mound","Y",1899-12-31 09:53:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"664","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"muskrat","scat","Y",1899-12-31 09:54:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"665","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"beaver","castor mound","Y",1899-12-31 09:54:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"666","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"beaver","chewed stick","N",1899-12-31 09:57:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"667","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"muskrat","scat","Y",1899-12-31 09:58:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"668","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"beaver","castor mound","Y",1899-12-31 10:04:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"669","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"beaver","castor mound","Y",1899-12-31 10:07:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"670","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"beaver","castor mound","Y",1899-12-31 10:09:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"671","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"muskrat","scat","Y",1899-12-31 10:09:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"672","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"beaver","dam","N",1899-12-31 10:16:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"673","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"beaver","dam","Y",1899-12-31 10:27:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"674","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"beaver","lodge","Y",1899-12-31 10:28:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"675","Pawcatuck",3124,2021-04-19,"John Crockett","beaver",2021-04-19 09:39:00,2021-04-19 10:40:00,"beaver","lodge","Y",1899-12-31 10:33:00,NA,"stream/shrub swamp","3","3",NA,NA,"kayak",NA,NA,NA,NA,NA,NA
"676","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"beaver","chewed stick",NA,1899-12-31 09:45:00,NA,NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"677","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"beaver","scat",NA,1899-12-31 09:45:00,"1",NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"678","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"beaver","dam","N",1899-12-31 09:50:00,NA,NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"679","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"beaver","dam","Y",1899-12-31 09:51:00,"2",NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"680","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"beaver","feed bed",NA,1899-12-31 09:52:00,"3",NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"681","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"beaver","castor mound",NA,1899-12-31 09:57:00,"4",NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"682","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"beaver","feed bed",NA,1899-12-31 09:57:00,"5",NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"683","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"muskrat","scat","Y",1899-12-31 09:59:00,"6",NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"684","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"beaver","castor mound",NA,1899-12-31 09:59:00,NA,NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"685","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"beaver","castor mound",NA,1899-12-31 10:03:00,"7",NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"686","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"beaver","castor mound",NA,1899-12-31 10:05:00,"8",NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"687","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"beaver","castor mound",NA,1899-12-31 10:07:00,"9",NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"688","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"beaver","dam",NA,1899-12-31 10:10:00,NA,NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"689","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"muskrat","scat",NA,1899-12-31 10:19:00,"10,11",NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"690","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"beaver","dam",NA,1899-12-31 10:23:00,NA,NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"691","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"muskrat","scat",NA,1899-12-31 10:32:00,"12",NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"692","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"beaver","castor mound",NA,1899-12-31 10:47:00,NA,NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"693","Pawcatuck",3124,2021-04-19,"Charlie Brown","beaver",2021-04-19 09:45:00,2021-04-19 11:00:00,"otter","latrine",NA,1899-12-31 11:00:00,"13-17",NA,"2","4",NA,NA,"kayak",0,0.337837837837838,0,0,0,0.662162162162162
"694","Block Island Sound",34,2021-07-08,"Kylie Rezendes",NA,2021-07-08 10:47:00,2021-07-08 11:19:00,NA,NA,NA,NA,NA,"Salt pond","3","2",NA,"N","Kayak",0,0.962962962962963,0.037037037037037,0,0,0
"695","Block Island Sound",34,2021-07-08,"John Crockett",NA,2021-07-08 10:45:00,2021-07-08 11:17:00,"otter","latrine","N",1899-12-31 11:05:00,"3","salt marsh","2","5","high tide","N","Kayak",0,0.92,0.08,0,0,0
"696","Block Island Sound",61,2021-08-18,"Amy Mayer",NA,2021-08-18 10:26:00,2021-08-18 10:56:00,NA,NA,NA,NA,NA,NA,"2","2",NA,"N","Kayak",NA,NA,NA,NA,NA,NA
"697","Block Island Sound",61,2021-08-18,"John Crockett","otter",2021-08-18 10:20:00,2021-08-18 10:54:00,NA,NA,NA,NA,NA,NA,"4",NA,"high tide","N","Kayak",NA,NA,NA,NA,NA,NA
"698","Block Island Sound",65,2021-08-18,"Amy Mayer",NA,2021-08-18 09:58:00,2021-08-18 10:18:00,NA,NA,NA,NA,NA,NA,"2","2",NA,"N","Kayak",NA,NA,NA,NA,NA,NA
"699","Block Island Sound",65,2021-08-18,"John Crockett","otter",2021-08-18 09:57:00,2021-08-18 10:17:00,NA,NA,NA,NA,NA,NA,"4",NA,"high tide","N","Kayak",NA,NA,NA,NA,NA,NA
"700","Block Island Sound",203,2021-07-08,"Kylie Rezendes",NA,2021-07-08 08:28:00,2021-07-08 09:04:00,NA,NA,NA,NA,NA,"Salt pond","3","2",NA,"N","Kayak",0,0.138888888888889,0,0,0.694444444444444,0
"701","Block Island Sound",203,2021-07-08,"John Crockett",NA,2021-07-08 08:27:00,2021-07-08 09:03:00,"otter?","chewed shell","N",1899-12-31 08:42:00,NA,"salt marsh","2","5","high tide","N","Kayak",0,0.272727272727273,0,0,0.424242424242424,0
"702","Block Island Sound",236,2021-07-08,"Kylie Rezendes",NA,2021-07-08 09:55:00,2021-07-08 10:36:00,"otter?","chewed shell","N",1899-12-31 10:38:00,"1","Salt pond","3","2",NA,"N","Kayak",0,1,0,0,0,0
"703","Block Island Sound",236,2021-07-08,"John Crockett",NA,2021-07-08 09:54:00,2021-07-08 10:43:00,"otter","scat","N",1899-12-31 10:09:00,"1","salt marsh","2","5","high tide","N","Kayak",0,1,0,0,0,0
"704","Block Island Sound",236,2021-07-08,"John Crockett",NA,2021-07-08 09:54:00,2021-07-08 10:43:00,"otter?","scat","N",1899-12-31 10:31:00,"2","salt marsh","2","5","high tide","N","Kayak",0,1,0,0,0,0
"705","Block Island Sound",272,2021-06-24,"Kylie Rezendes",NA,2021-06-24 09:58:00,2021-06-24 10:43:00,NA,NA,NA,NA,NA,NA,"3","5",NA,"N","Kayak",0,1,0,0,0,0
"706","Block Island Sound",272,2021-06-24,"John Crockett",NA,2021-06-24 09:58:00,2021-06-24 10:41:00,"musk?","chewed veg","Y",1899-12-31 10:14:00,"1","salt marsh","2","2","high tide","N","Kayak",0,1,0,0,0,0
"707","Block Island Sound",272,2021-06-24,"John Crockett",NA,2021-06-24 09:58:00,2021-06-24 10:41:00,"musk?","chewed veg","Y",1899-12-31 10:26:00,"2","salt marsh","2","2","high tide","N","Kayak",0,1,0,0,0,0
"708","Block Island Sound",353,2021-06-04,"Amy Mayer","muskrat, otter",2021-06-04 07:58:00,2021-06-04 09:02:00,"muskrat","chewed veg","Y",1899-12-31 08:00:00,"1","pond edge","2","2",NA,"N","Kayak",0.65625,0,0,0,0,0.34375
"709","Block Island Sound",353,2021-06-04,"Amy Mayer","muskrat, otter",2021-06-04 07:58:00,2021-06-04 09:02:00,"muskrat","chewed veg","N",1899-12-31 08:10:00,"2","pond edge","2","2",NA,"N","Kayak",0.65625,0,0,0,0,0.34375
"710","Block Island Sound",353,2021-06-04,"Amy Mayer","muskrat, otter",2021-06-04 07:58:00,2021-06-04 09:02:00,"muskrat","chewed veg","N",1899-12-31 08:32:00,"3","pond edge","2","2",NA,"N","Kayak",0.65625,0,0,0,0,0.34375
"711","Block Island Sound",353,2021-06-04,"Amy Mayer","muskrat, otter",2021-06-04 07:58:00,2021-06-04 09:02:00,"muskrat","scat","N",1899-12-31 08:55:00,"4","pond edge","2","2",NA,"N","Kayak",0.65625,0,0,0,0,0.34375
"712","Block Island Sound",353,2021-06-04,"John Crockett",NA,2021-06-04 09:08:00,2021-06-04 09:46:00,NA,NA,NA,NA,NA,"forested swamp","2","5","recent rain","N","Kayak",0.289473684210526,0,0,0,0,0.710526315789474
"713","Block Island Sound",358,2021-06-04,"Amy Mayer","muskrat, otter",2021-06-04 09:10:00,2021-06-04 09:52:00,"otter?","scat","N",1899-12-31 09:33:00,"5","cedar swamp","2","2",NA,"N","Kayak",0.380952380952381,0,0,0,0,0.619047619047619
"714","Block Island Sound",358,2021-06-04,"John Crockett",NA,2021-06-04 07:56:00,2021-06-04 08:56:00,"musk?","chewed veg","Y",1899-12-31 07:59:00,"1,2","pond","2","5","recent rain","N","Kayak",0.6,0,0,0,0,0.4
"715","Block Island Sound",358,2021-06-04,"John Crockett",NA,2021-06-04 07:56:00,2021-06-04 08:56:00,"musk?","chewed veg","Y",1899-12-31 08:06:00,"3","pond","2","5","recent rain","N","Kayak",0.6,0,0,0,0,0.4
"716","Block Island Sound",358,2021-06-04,"John Crockett",NA,2021-06-04 07:56:00,2021-06-04 08:56:00,"otter?","fish bits","N",1899-12-31 08:24:00,"4","pond","2","5","recent rain","N","Kayak",0.6,0,0,0,0,0.4
"717","Block Island Sound",358,2021-06-04,"John Crockett",NA,2021-06-04 07:56:00,2021-06-04 08:56:00,"muskrat","scat","N",1899-12-31 08:32:00,"5","pond","2","5","recent rain","N","Kayak",0.6,0,0,0,0,0.4
"718","Block Island Sound",358,2021-06-04,"John Crockett",NA,2021-06-04 07:56:00,2021-06-04 08:56:00,"musk?","chewed veg","Y",1899-12-31 08:43:00,"6,7","pond","2","5","recent rain","N","Kayak",0.6,0,0,0,0,0.4
"719","Block Island Sound",358,2021-06-04,"John Crockett",NA,2021-06-04 07:56:00,2021-06-04 08:56:00,"muskrat","scat","Y",1899-12-31 08:50:00,"8","pond","2","5","recent rain","N","Kayak",0.6,0,0,0,0,0.4
"720","Block Island Sound",498,2021-06-17,"Kylie Rezendes",NA,2021-06-17 10:25:00,2021-06-17 11:01:00,"otter?","scat","N",1899-12-31 10:43:00,"1","pond","2","5",NA,"N","Foot",0.84375,0,0,0,0,0.15625
"721","Block Island Sound",498,2021-06-17,"Kylie Rezendes",NA,2021-06-17 10:25:00,2021-06-17 11:01:00,"otter?","scat","N",1899-12-31 10:50:00,"2","pond","2","5",NA,"N","Foot",0.84375,0,0,0,0,0.15625
"722","Block Island Sound",498,2021-06-17,"John Crockett",NA,2021-06-17 10:30:00,2021-06-17 11:08:00,"otter?","scat","N",1899-12-31 10:35:00,"1","pond edge","3","2","no recent precip","N","Foot",0.605263157894737,0,0,0,0,0.394736842105263
"723","Block Island Sound",498,2021-06-17,"John Crockett",NA,2021-06-17 10:30:00,2021-06-17 11:08:00,"otter","scat","N",1899-12-31 10:40:00,"2,3","pond edge","3","2","no recent precip","N","Foot",0.605263157894737,0,0,0,0,0.394736842105263
"724","Block Island Sound",652,2021-06-17,"Kylie Rezendes",NA,2021-06-17 11:24:00,2021-06-17 12:02:00,NA,NA,NA,NA,NA,NA,"2","5",NA,"N","Foot",0.236842105263158,0,0.0789473684210526,0,0,0.684210526315789
"725","Block Island Sound",652,2021-06-17,"John Crockett",NA,2021-06-17 11:25:00,2021-06-17 12:02:00,NA,NA,NA,NA,NA,NA,"3","2","no recent precip","N","Foot",0.162162162162162,0,0.027027027027027,0,0,0.810810810810811
"726","Block Island Sound",792,2021-08-20,"John Crockett","otter",2021-08-20 09:55:00,2021-08-20 11:04:00,"otter","chewed shell","N",1899-12-31 10:00:00,"1","salt marsh","4","5","high tide","N","Kayak",0.420289855072464,0.579710144927536,0,0,0,0
"727","Block Island Sound",792,2021-08-20,"Kylie Rezendes",NA,2021-08-20 09:53:00,2021-08-20 11:03:00,NA,NA,NA,NA,NA,NA,"2","1","high tide","N","Kayak",0.428571428571429,0.571428571428571,0,0,0,0
"728","Block Island Sound",799,2021-08-20,"John Crockett","otter",2021-08-20 11:33:00,2021-08-20 12:10:00,NA,NA,NA,NA,NA,NA,"4","5","high tide","N","Kayak",0,0.9,0.1,0,0,0
"729","Block Island Sound",799,2021-08-20,"Kylie Rezendes",NA,2021-08-20 11:32:00,2021-08-20 12:09:00,NA,NA,NA,NA,NA,NA,"2","1","high tide","N","Kayak",0,0.875,0.125,0,0,0
"730","Block Island Sound",889,2021-06-17,"Kylie Rezendes",NA,2021-06-17 09:36:00,2021-06-17 10:12:00,"muskrat","scat","N",1899-12-31 09:48:00,"1","pond edge","2","5",NA,"N","Foot",0.166666666666667,0,0.555555555555556,0,0,0.277777777777778
"731","Block Island Sound",889,2021-06-17,"John Crockett",NA,2021-06-17 09:37:00,2021-06-17 10:07:00,NA,NA,NA,NA,NA,NA,"3","2","no recent precip","N","Foot",0.166666666666667,0,0.433333333333333,0,0,0.4
"732","Block Island Sound",905,2021-06-17,"Kylie Rezendes",NA,2021-06-17 08:07:00,2021-06-17 08:48:00,NA,NA,NA,NA,NA,NA,"2","5",NA,"N","Foot",0,0.707317073170732,0,0,0.268292682926829,0.024390243902439
"733","Block Island Sound",905,2021-06-17,"John Crockett",NA,2021-06-17 08:10:00,2021-06-17 09:00:00,NA,NA,NA,NA,NA,NA,"3","2","no recent precip","N","Foot",0,0.38,0,0,0.62,0
"734","Pawcatuck",9,2021-06-28,"Amy Mayer",NA,2021-06-28 09:45:00,2021-06-28 10:42:00,"muskrat","lodge","N",1899-12-31 10:05:00,"1","salt marsh","2","2",NA,"N","Foot",0,1,0,0,0,0
"735","Pawcatuck",9,2021-06-28,"John Crockett",NA,2021-06-28 09:40:00,2021-06-28 10:40:00,"otter","chewed shell","Y",1899-12-31 10:12:00,"1,2","salt marsh","3","5","no recent precip","N","Foot",0.0166666666666667,0.983333333333333,0,0,0,0
"736","Pawcatuck",42,2021-07-16,"John Crockett",NA,2021-07-16 10:21:00,2021-07-16 10:45:00,NA,NA,NA,NA,NA,NA,"3","5","recent rain","N","Kayak",0,1,0,0,0,0
"737","Pawcatuck",42,2021-07-16,"Amy Mayer",NA,2021-07-16 10:22:00,2021-07-16 10:48:00,NA,NA,NA,NA,NA,NA,"2","1",NA,"N","Kayak",0,1,0,0,0,0
"738","Pawcatuck",43,2021-07-16,"John Crockett",NA,2021-07-16 09:31:00,2021-07-16 09:47:00,"cormorant (but sorta looks like otter)","scat","Y",1899-12-31 09:41:00,"1","salt marsh","3","5","recent rain","N","Kayak",0,0,0,0,0,1
"739","Pawcatuck",43,2021-07-16,"Amy Mayer",NA,2021-07-16 09:33:00,2021-07-16 09:50:00,NA,NA,NA,NA,NA,NA,"2","1",NA,"N","Kayak",0,0,0,0.307692307692308,0,0.692307692307692
"740","Pawcatuck",45,2021-07-16,"John Crockett",NA,2021-07-16 11:21:00,2021-07-16 11:40:00,NA,NA,NA,NA,NA,NA,"3","5","recent rain","N","Kayak",0,1,0,0,0,0
"741","Pawcatuck",45,2021-07-16,"Amy Mayer",NA,2021-07-16 11:22:00,2021-07-16 11:42:00,NA,NA,NA,NA,NA,NA,"2","1",NA,"N","Kayak",0,0.5,0.5,0,0,0
"742","Pawcatuck",183,2021-06-30,"Amy Mayer",NA,2021-06-30 09:36:00,2021-06-30 10:40:00,"beaver","chewed stick","N",1899-12-31 09:48:00,"1","shrub swamp","2","2","water low","N","Foot",0.28125,0.71875,0,0,0,0
"743","Pawcatuck",183,2021-06-30,"Amy Mayer",NA,2021-06-30 09:36:00,2021-06-30 10:40:00,"beaver","chewed stick","N",1899-12-31 10:10:00,"2","shrub swamp","2","2","water low","N","Foot",0.28125,0.71875,0,0,0,0
"744","Pawcatuck",183,2021-06-30,"Amy Mayer",NA,2021-06-30 09:36:00,2021-06-30 10:40:00,"beaver","dam","Y",1899-12-31 10:18:00,"3","shrub swamp","2","2","water low","N","Foot",0.28125,0.71875,0,0,0,0
"745","Pawcatuck",183,2021-06-30,"John Crockett","muskrat",2021-06-30 09:35:00,2021-06-30 10:30:00,"muskrat","chewed veg","Y",1899-12-31 09:52:00,"1","shrub swamp","3","5","no recent precip","N","Foot",0.272727272727273,0.727272727272727,0,0,0,0
"746","Pawcatuck",183,2021-06-30,"John Crockett","muskrat",2021-06-30 09:35:00,2021-06-30 10:30:00,"beaver","chewed stick","N",1899-12-31 10:02:00,"2","shrub swamp","3","5","no recent precip","N","Foot",0.272727272727273,0.727272727272727,0,0,0,0
"747","Pawcatuck",195,2021-06-30,"Amy Mayer",NA,2021-06-30 11:08:00,2021-06-30 12:13:00,"muskrat","track","Y",1899-12-31 11:15:00,"4","river/forest","2","2","water low","N","Kayak",0.569230769230769,0,0,0,0,0.430769230769231
"748","Pawcatuck",195,2021-06-30,"Amy Mayer",NA,2021-06-30 11:08:00,2021-06-30 12:13:00,"beaver","chewed stick","N",1899-12-31 11:59:00,"5","river/forest","2","2","water low","N","Kayak",0.569230769230769,0,0,0,0,0.430769230769231
"749","Pawcatuck",195,2021-06-30,"John Crockett","beaver, otter",2021-06-30 11:08:00,2021-06-30 11:58:00,"beaver","chewed stick","N",1899-12-31 11:19:00,"1","forest/river","3","5","no recent precip","N","Kayak",0.6,0,0,0,0,0.4
"750","Pawcatuck",195,2021-06-30,"John Crockett","beaver, otter",2021-06-30 11:08:00,2021-06-30 11:58:00,"otter?","den, brief glimpse","Y",1899-12-31 11:31:00,"2","forest/river","3","5","no recent precip","N","Kayak",0.6,0,0,0,0,0.4
"751","Pawcatuck",195,2021-06-30,"John Crockett","beaver, otter",2021-06-30 11:08:00,2021-06-30 11:58:00,"beaver","chewed stick","N",1899-12-31 11:49:00,"3","forest/river","3","5","no recent precip","N","Kayak",0.6,0,0,0,0,0.4
"752","Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",2021-06-07 11:31:00,2021-06-07 12:25:00,"beaver","chewed stick","N",1899-12-31 11:33:00,"9","shrub swamp","2","5",NA,"N","Kayak",0,1,0,0,0,0
"753","Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",2021-06-07 11:31:00,2021-06-07 12:25:00,"muskrat","chewed veg","Y",1899-12-31 11:36:00,"10","shrub swamp","2","5",NA,"N","Kayak",0,1,0,0,0,0
"754","Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",2021-06-07 11:31:00,2021-06-07 12:25:00,"beaver","chewed stick","N",1899-12-31 11:50:00,"11","shrub swamp","2","5",NA,"N","Kayak",0,1,0,0,0,0
"755","Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",2021-06-07 11:31:00,2021-06-07 12:25:00,"beaver","chewed stick","N",1899-12-31 11:59:00,"12","shrub swamp","2","5",NA,"N","Kayak",0,1,0,0,0,0
"756","Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",2021-06-07 11:31:00,2021-06-07 12:25:00,"beaver","castor mound","Y",1899-12-31 12:04:00,"13","shrub swamp","2","5",NA,"N","Kayak",0,1,0,0,0,0
"757","Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",2021-06-07 11:31:00,2021-06-07 12:25:00,"muskrat","chewed veg","Y",1899-12-31 12:08:00,"14","shrub swamp","2","5",NA,"N","Kayak",0,1,0,0,0,0
"758","Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",2021-06-07 11:31:00,2021-06-07 12:25:00,"muskrat","scat","N",1899-12-31 12:14:00,"15","shrub swamp","2","5",NA,"N","Kayak",0,1,0,0,0,0
"759","Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",2021-06-07 11:31:00,2021-06-07 12:25:00,"beaver","chewed stick","N",1899-12-31 12:17:00,"16","shrub swamp","2","5",NA,"N","Kayak",0,1,0,0,0,0
"760","Pawcatuck",256,2021-06-07,"John Crockett","beaver, muskrat",2021-06-07 11:29:00,2021-06-07 12:30:00,"musk?","chewed veg","Y",1899-12-31 11:31:00,"1","shrub swamp","3","2","no recent precip","N","Kayak",0,1,0,0,0,0
"761","Pawcatuck",256,2021-06-07,"John Crockett","beaver, muskrat",2021-06-07 11:29:00,2021-06-07 12:30:00,"musk?","chewed veg","Y",1899-12-31 11:46:00,"2","shrub swamp","3","2","no recent precip","N","Kayak",0,1,0,0,0,0
"762","Pawcatuck",256,2021-06-07,"John Crockett","beaver, muskrat",2021-06-07 11:29:00,2021-06-07 12:30:00,"muskrat","scat","N",1899-12-31 11:53:00,"3","shrub swamp","3","2","no recent precip","N","Kayak",0,1,0,0,0,0
"763","Pawcatuck",256,2021-06-07,"John Crockett","beaver, muskrat",2021-06-07 11:29:00,2021-06-07 12:30:00,"beaver","chewed stick","N",1899-12-31 11:54:00,"4","shrub swamp","3","2","no recent precip","N","Kayak",0,1,0,0,0,0
"764","Pawcatuck",256,2021-06-07,"John Crockett","beaver, muskrat",2021-06-07 11:29:00,2021-06-07 12:30:00,"beaver","castor mound","Y",1899-12-31 11:56:00,"5","shrub swamp","3","2","no recent precip","N","Kayak",0,1,0,0,0,0
"765","Pawcatuck",256,2021-06-07,"John Crockett","beaver, muskrat",2021-06-07 11:29:00,2021-06-07 12:30:00,"muskrat","scat","Y",1899-12-31 11:58:00,"6","shrub swamp","3","2","no recent precip","N","Kayak",0,1,0,0,0,0
"766","Pawcatuck",256,2021-06-07,"John Crockett","beaver, muskrat",2021-06-07 11:29:00,2021-06-07 12:30:00,"beaver","chewed stick","N",1899-12-31 12:04:00,"7","shrub swamp","3","2","no recent precip","N","Kayak",0,1,0,0,0,0
