"","Watershed","Site.ID","Date","Observer","Start.Time","End.time","Spp","Sign.Type","Fresh","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest","Temp","cloudcover","Precip","Day","TTD","YMax","BStrm","BFresh","BSwamp","BImp","BSalt","BForest"
"1663","Pawcatuck",2051,"2021-06-15","Kylie Rezendes",2021-06-15 08:45:00,2021-06-15 10:34:00,"Beaver","Lodge","N","N","Foot",0,1,0,0,0,0,18.3,87,11.6,165,28,109,3,0,0,5.116479403,0,17.63333158
"1665","Pawcatuck",2051,"2021-06-15","Kylie Rezendes",2021-06-15 08:45:00,2021-06-15 10:34:00,"Otter","Latrine","N","N","Foot",0,1,0,0,0,0,18.3,87,11.6,165,63,109,3,0,0,5.116479403,0,17.63333158
"1668","Pawcatuck",2051,"2021-06-15","John Crockett",2021-06-15 08:48:00,2021-06-15 10:34:00,"Beaver","chewed stick","N","N","Foot",0,1,0,0,0,0,18.3,87,11.6,165,5,106,3,0,0,5.116479403,0,17.63333158
"1669","Pawcatuck",2051,"2021-06-15","John Crockett",2021-06-15 08:48:00,2021-06-15 10:34:00,"Muskrat","scat","Y","N","Foot",0,1,0,0,0,0,18.3,87,11.6,165,6,106,3,0,0,5.116479403,0,17.63333158
"1671","Pawcatuck",2051,"2021-06-15","John Crockett",2021-06-15 08:48:00,2021-06-15 10:34:00,"Otter","Latrine","Y","N","Foot",0,1,0,0,0,0,18.3,87,11.6,165,13,106,3,0,0,5.116479403,0,17.63333158
"1672","Pawcatuck",2051,"2021-06-15","John Crockett",2021-06-15 08:48:00,2021-06-15 10:34:00,"Beaver","Lodge","N","N","Foot",0,1,0,0,0,0,18.3,87,11.6,165,18,106,3,0,0,5.116479403,0,17.63333158
"1674","Pawcatuck",2051,"2021-06-15","John Crockett",2021-06-15 08:48:00,2021-06-15 10:34:00,"Muskrat","visual observation","Y","N","Foot",0,1,0,0,0,0,18.3,87,11.6,165,54,106,3,0,0,5.116479403,0,17.63333158
"1677","Pawcatuck",2169,"2021-07-12","John Crockett",2021-07-12 09:09:00,2021-07-12 10:27:00,"Beaver","chewed stick","N","N","Foot",0.974358974358974,0,0,0,0.0256410256410256,0,21.7,100,8.1,192,5,78,NA,36.19547388,63.80465853,0,0,0
"1679","Pawcatuck",2169,"2021-07-12","Amy Mayer",2021-07-12 09:20:00,2021-07-12 10:42:00,"Beaver","chewed stick","N","N","Kayak",1,0,0,0,0,0,21.7,100,8.1,192,3,82,NA,36.19547388,63.80465853,0,0,0
"1680","Pawcatuck",2169,"2021-07-12","Amy Mayer",2021-07-12 09:20:00,2021-07-12 10:42:00,"Beaver","castor mound","N","N","Kayak",1,0,0,0,0,0,21.7,100,8.1,192,22,82,NA,36.19547388,63.80465853,0,0,0
"1682","Pawcatuck",2169,"2021-07-12","Amy Mayer",2021-07-12 09:20:00,2021-07-12 10:42:00,"Beaver","dam","Y","N","Kayak",1,0,0,0,0,0,21.7,100,8.1,192,43,82,NA,36.19547388,63.80465853,0,0,0
"1683","Pawcatuck",2197,"2021-07-14","John Crockett",2021-07-14 09:30:00,2021-07-14 09:48:00,"Beaver","Lodge","Y","N","Kayak",0,1,0,0,0,0,22.4,100,0,194,1,18,4,0.738617518,16.52240473,0,0,33.53876602
"1684","Pawcatuck",2197,"2021-07-14","John Crockett",2021-07-14 09:30:00,2021-07-14 09:48:00,"Muskrat","chewed veg","Y","N","Kayak",0,1,0,0,0,0,22.4,100,0,194,3,18,4,0.738617518,16.52240473,0,0,33.53876602
"1685","Pawcatuck",2197,"2021-07-14","John Crockett",2021-07-14 09:30:00,2021-07-14 09:48:00,"Beaver","chewed stick","N","N","Kayak",0,1,0,0,0,0,22.4,100,0,194,16,18,4,0.738617518,16.52240473,0,0,33.53876602
"1686","Pawcatuck",2197,"2021-07-14","Amy Mayer",2021-07-14 09:32:00,2021-07-14 09:55:00,"Beaver","chewed veg","N","N","Kayak",0,1,0,0,0,0,22.4,100,0,194,10,23,4,0.738617518,16.52240473,0,0,33.53876602
"1687","Pawcatuck",2197,"2021-07-14","Amy Mayer",2021-07-14 09:32:00,2021-07-14 09:55:00,"Beaver","Lodge","Y","N","Kayak",0,1,0,0,0,0,22.4,100,0,194,13,23,4,0.738617518,16.52240473,0,0,33.53876602
"1688","Pawcatuck",2197,"2021-07-14","Amy Mayer",2021-07-14 09:32:00,2021-07-14 09:55:00,"Beaver","chewed stick","N","N","Kayak",0,1,0,0,0,0,22.4,100,0,194,NA,23,4,0.738617518,16.52240473,0,0,33.53876602
"1689","Pawcatuck",2512,"2021-06-15","Kylie Rezendes",2021-06-15 11:04:00,2021-06-15 12:08:00,"Muskrat","scat","N","N","Foot",0,0,0,0,0,1,19.6,81,11.6,165,24,64,3,0,0,0,0,17.30997982
"1690","Pawcatuck",2512,"2021-06-15","Kylie Rezendes",2021-06-15 11:04:00,2021-06-15 12:08:00,"Otter","Latrine","N","N","Foot",0,0,0,0,0,1,19.6,81,11.6,165,33,64,3,0,0,0,0,17.30997982
"1693","Pawcatuck",2512,"2021-06-15","John Crockett",2021-06-15 11:05:00,2021-06-15 11:57:00,"Other","scat","Y","N","Foot",0,0,0,0,0,1,19.6,81,11.6,165,19,52,3,0,0,0,0,17.30997982
"1695","Pawcatuck",2512,"2021-06-15","John Crockett",2021-06-15 11:05:00,2021-06-15 11:57:00,"Muskrat","scat","Y","N","Foot",0,0,0,0,0,1,19.6,81,11.6,165,38,52,3,0,0,0,0,17.30997982
"1696","Pawcatuck",2512,"2021-06-15","John Crockett",2021-06-15 11:05:00,2021-06-15 11:57:00,"Otter","Latrine","N","N","Foot",0,0,0,0,0,1,19.6,81,11.6,165,52,52,3,0,0,0,0,17.30997982
"1697","Pawcatuck",3124,"2021-07-27","Amy Mayer",2021-07-27 09:36:00,2021-07-27 10:45:00,"Muskrat","chewed veg","Y","N","Kayak",0,0.797101449275362,0,0,0,0.202898550724638,24.7,0,0,207,1,69,4,0,28.51834184,0,0,69.99967719
"1698","Pawcatuck",3124,"2021-07-27","Amy Mayer",2021-07-27 09:36:00,2021-07-27 10:45:00,"Beaver","chewed stick","N","N","Kayak",0,0.797101449275362,0,0,0,0.202898550724638,24.7,0,0,207,7,69,4,0,28.51834184,0,0,69.99967719
"1699","Pawcatuck",3124,"2021-07-27","Amy Mayer",2021-07-27 09:36:00,2021-07-27 10:45:00,"Beaver","dam","N","N","Kayak",0,0.797101449275362,0,0,0,0.202898550724638,24.7,0,0,207,11,69,4,0,28.51834184,0,0,69.99967719
"1700","Pawcatuck",3124,"2021-07-27","Amy Mayer",2021-07-27 09:36:00,2021-07-27 10:45:00,"Other","chewed veg","Y","N","Kayak",0,0.797101449275362,0,0,0,0.202898550724638,24.7,0,0,207,24,69,4,0,28.51834184,0,0,69.99967719
"1701","Pawcatuck",3124,"2021-07-27","Amy Mayer",2021-07-27 09:36:00,2021-07-27 10:45:00,"Beaver","castor mound","Y","N","Kayak",0,0.797101449275362,0,0,0,0.202898550724638,24.7,0,0,207,27,69,4,0,28.51834184,0,0,69.99967719
"1704","Pawcatuck",3124,"2021-07-27","Amy Mayer",2021-07-27 09:36:00,2021-07-27 10:45:00,"Other","track","Y","N","Kayak",0,0.797101449275362,0,0,0,0.202898550724638,24.7,0,0,207,37,69,4,0,28.51834184,0,0,69.99967719
"1706","Pawcatuck",3124,"2021-07-27","Amy Mayer",2021-07-27 09:36:00,2021-07-27 10:45:00,"Beaver","scat","Y","N","Kayak",0,0.797101449275362,0,0,0,0.202898550724638,24.7,0,0,207,50,69,4,0,28.51834184,0,0,69.99967719
"1708","Pawcatuck",3124,"2021-07-27","John Crockett",2021-07-27 09:38:00,2021-07-27 10:38:00,"Beaver","dam","N","N","Kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,207,3,60,4,0,28.51834184,0,0,69.99967719
"1710","Pawcatuck",3124,"2021-07-27","John Crockett",2021-07-27 09:38:00,2021-07-27 10:38:00,"Beaver","chewed stick","N","N","Kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,207,6,60,4,0,28.51834184,0,0,69.99967719
"1711","Pawcatuck",3124,"2021-07-27","John Crockett",2021-07-27 09:38:00,2021-07-27 10:38:00,"Muskrat","chewed veg","Y","N","Kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,207,9,60,4,0,28.51834184,0,0,69.99967719
"1712","Pawcatuck",3124,"2021-07-27","John Crockett",2021-07-27 09:38:00,2021-07-27 10:38:00,"Beaver","castor mound","Y","N","Kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,207,19,60,4,0,28.51834184,0,0,69.99967719
"1720","Pawcatuck",3622,"2021-06-18","John Crockett",2021-06-18 08:48:00,2021-06-18 10:42:00,"Beaver","chewed stick","N","N","Kayak",0.298245614035088,0.280701754385965,0,0,0,0.421052631578947,18.7,0,0,168,1,114,4,3.291258301,0.798018163,1.874369981,0,3.809652603
"1722","Pawcatuck",3622,"2021-06-18","John Crockett",2021-06-18 08:48:00,2021-06-18 10:42:00,"Beaver","Lodge","N","N","Kayak",0.298245614035088,0.280701754385965,0,0,0,0.421052631578947,18.7,0,0,168,35,114,4,3.291258301,0.798018163,1.874369981,0,3.809652603
"1723","Pawcatuck",3622,"2021-06-18","John Crockett",2021-06-18 08:48:00,2021-06-18 10:42:00,"Muskrat","scat","N","N","Kayak",0.298245614035088,0.280701754385965,0,0,0,0.421052631578947,18.7,0,0,168,41,114,4,3.291258301,0.798018163,1.874369981,0,3.809652603
"1725","Pawcatuck",3622,"2021-06-18","John Crockett",2021-06-18 08:48:00,2021-06-18 10:42:00,"Beaver","chewed tree","N","N","Kayak",0.298245614035088,0.280701754385965,0,0,0,0.421052631578947,18.7,0,0,168,73,114,4,3.291258301,0.798018163,1.874369981,0,3.809652603
"1727","Pawcatuck",3622,"2021-06-18","Amy Mayer",2021-06-18 08:50:00,2021-06-18 10:43:00,"Beaver","chewed stick","N","N","Kayak",0.256637168141593,0.221238938053097,0,0,0,0.52212389380531,18.7,0,0,168,6,113,4,3.291258301,0.798018163,1.874369981,0,3.809652603
"1728","Pawcatuck",3622,"2021-06-18","Amy Mayer",2021-06-18 08:50:00,2021-06-18 10:43:00,"Beaver","dam","N","N","Kayak",0.256637168141593,0.221238938053097,0,0,0,0.52212389380531,18.7,0,0,168,14,113,4,3.291258301,0.798018163,1.874369981,0,3.809652603
"1730","Pawcatuck",3622,"2021-06-18","Amy Mayer",2021-06-18 08:50:00,2021-06-18 10:43:00,"Other","scat","N","N","Kayak",0.256637168141593,0.221238938053097,0,0,0,0.52212389380531,18.7,0,0,168,79,113,4,3.291258301,0.798018163,1.874369981,0,3.809652603
"1732","Pawcatuck",3622,"2021-06-18","Amy Mayer",2021-06-18 08:50:00,2021-06-18 10:43:00,"Other","chewed shell","N","N","Kayak",0.256637168141593,0.221238938053097,0,0,0,0.52212389380531,18.7,0,0,168,94,113,4,3.291258301,0.798018163,1.874369981,0,3.809652603
"1733","Pawcatuck",4046,"2021-06-21","Amy Mayer",2021-06-21 08:51:00,2021-06-21 10:21:00,"Beaver","dam","N","N","Foot",0,0,0,0,0,1,21.9,43,0,171,38,90,NA,0.737011715,25.32754367,0,0,0
"1734","Pawcatuck",4046,"2021-06-21","Amy Mayer",2021-06-21 08:51:00,2021-06-21 10:21:00,"Beaver","chewed tree","Y","N","Foot",0,0,0,0,0,1,21.9,43,0,171,42,90,NA,0.737011715,25.32754367,0,0,0
"1735","Pawcatuck",4046,"2021-06-21","Amy Mayer",2021-06-21 08:51:00,2021-06-21 10:21:00,"Beaver","track","Y","N","Foot",0,0,0,0,0,1,21.9,43,0,171,48,90,NA,0.737011715,25.32754367,0,0,0
"1736","Pawcatuck",4046,"2021-06-21","Amy Mayer",2021-06-21 08:51:00,2021-06-21 10:21:00,"Beaver","chewed stick","N","N","Foot",0,0,0,0,0,1,21.9,43,0,171,55,90,NA,0.737011715,25.32754367,0,0,0
"1737","Pawcatuck",4046,"2021-06-21","John Crockett",2021-06-21 08:48:00,2021-06-21 10:19:00,"Beaver","chewed stick","N","N","Foot",0,0.362637362637363,0,0,0,0.637362637362637,21.4,94,0,171,58,91,NA,0.737011715,25.32754367,0,0,0
"1740","Pawcatuck",4046,"2021-06-21","John Crockett",2021-06-21 08:48:00,2021-06-21 10:19:00,"Otter","Latrine","N","N","Foot",0,0.362637362637363,0,0,0,0.637362637362637,21.4,94,0,171,89,91,NA,0.737011715,25.32754367,0,0,0
"1741","Pawcatuck",4335,"2021-07-26","Amy Mayer",2021-07-26 10:21:00,2021-07-26 11:39:00,"Muskrat","chewed veg","N","N","Kayak",0.91025641025641,0.0128205128205128,0,0,0,0.0769230769230769,23.7,19,0.4,206,37,78,NA,25.18092398,0,0,0,0
"1742","Pawcatuck",4335,"2021-07-26","Amy Mayer",2021-07-26 10:21:00,2021-07-26 11:39:00,"Beaver","chewed stick","N","N","Kayak",0.91025641025641,0.0128205128205128,0,0,0,0.0769230769230769,23.7,19,0.4,206,48,78,NA,25.18092398,0,0,0,0
"1743","Pawcatuck",4335,"2021-07-26","Amy Mayer",2021-07-26 10:21:00,2021-07-26 11:39:00,"Other","chewed veg","Y","N","Kayak",0.91025641025641,0.0128205128205128,0,0,0,0.0769230769230769,23.7,19,0.4,206,54,78,NA,25.18092398,0,0,0,0
"1747","Pawcatuck",4335,"2021-07-26","John Crockett",2021-07-26 10:14:00,2021-07-26 11:38:00,"Beaver","chewed stick","N","N","Kayak",0.964285714285714,0,0,0,0,0.0357142857142857,23.7,19,0.4,206,19,84,NA,25.18092398,0,0,0,0
"1748","Pawcatuck",4335,"2021-07-26","John Crockett",2021-07-26 10:14:00,2021-07-26 11:38:00,"Muskrat","chewed veg","Y","N","Kayak",0.964285714285714,0,0,0,0,0.0357142857142857,23.7,19,0.4,206,28,84,NA,25.18092398,0,0,0,0
"1750","Pawcatuck",4335,"2021-07-26","John Crockett",2021-07-26 10:14:00,2021-07-26 11:38:00,"Muskrat","scat","N","N","Kayak",0.964285714285714,0,0,0,0,0.0357142857142857,23.7,19,0.4,206,45,84,NA,25.18092398,0,0,0,0
"1751","Pawcatuck",4335,"2021-07-26","John Crockett",2021-07-26 10:14:00,2021-07-26 11:38:00,"Otter","Latrine","N","N","Kayak",0.964285714285714,0,0,0,0,0.0357142857142857,23.7,19,0.4,206,53,84,NA,25.18092398,0,0,0,0
"1753","Pawcatuck",4335,"2021-07-26","John Crockett",2021-07-26 10:14:00,2021-07-26 11:38:00,"Beaver","chewed tree","N","N","Kayak",0.964285714285714,0,0,0,0,0.0357142857142857,23.7,19,0.4,206,71,84,NA,25.18092398,0,0,0,0
"1754","Pawcatuck",4337,"2021-07-26","Amy Mayer",2021-07-26 09:43:00,2021-07-26 10:07:00,"Beaver","chewed stick","N","N","Kayak",1,0,0,0,0,0,23.7,19,0.4,206,2,24,1,3.598787621,0,0.122017894,0,0
"1755","Pawcatuck",4337,"2021-07-26","Amy Mayer",2021-07-26 09:43:00,2021-07-26 10:07:00,"Other","chewed veg","N","N","Kayak",1,0,0,0,0,0,23.7,19,0.4,206,12,24,1,3.598787621,0,0.122017894,0,0
"1756","Pawcatuck",4337,"2021-07-26","John Crockett",2021-07-26 09:40:00,2021-07-26 10:06:00,"Other","chewed veg","Y","N","Kayak",1,0,0,0,0,0,23.7,19,0.4,206,2,26,1,3.598787621,0,0.122017894,0,0
"1757","Pawcatuck",4337,"2021-07-26","John Crockett",2021-07-26 09:40:00,2021-07-26 10:06:00,"Beaver","chewed stick","N","N","Kayak",1,0,0,0,0,0,23.7,19,0.4,206,20,26,1,3.598787621,0,0.122017894,0,0
"1758","Quinebaug",5589,"2021-06-23","Amy Mayer",2021-06-23 12:30:00,2021-06-23 13:48:00,"Beaver","chewed stick","N","N","Foot",0,0.974358974358974,0,0,0,0.0256410256410256,20.5,8,0,173,29,78,3,6.60766010508215,14.6079646119663,0,0,13.2529328757064
"1759","Quinebaug",5589,"2021-06-23","Amy Mayer",2021-06-23 12:30:00,2021-06-23 13:48:00,"Muskrat","scat","N","N","Foot",0,0.974358974358974,0,0,0,0.0256410256410256,20.5,8,0,173,36,78,3,6.60766010508215,14.6079646119663,0,0,13.2529328757064
"1760","Quinebaug",5589,"2021-06-23","Amy Mayer",2021-06-23 12:30:00,2021-06-23 13:48:00,"Otter","Latrine","Y","N","Foot",0,0.974358974358974,0,0,0,0.0256410256410256,20.5,8,0,173,49,78,3,6.60766010508215,14.6079646119663,0,0,13.2529328757064
"1761","Quinebaug",5589,"2021-06-23","John Crockett",2021-06-23 12:25:00,2021-06-23 13:46:00,"Other","scat","N","N","Foot",0,0.91358024691358,0,0,0,0.0864197530864197,19.3,1,0,173,9,81,3,6.60766010508215,14.6079646119663,0,0,13.2529328757064
"1762","Quinebaug",5589,"2021-06-23","John Crockett",2021-06-23 12:25:00,2021-06-23 13:46:00,"Muskrat","scat","N","N","Foot",0,0.91358024691358,0,0,0,0.0864197530864197,19.3,1,0,173,19,81,3,6.60766010508215,14.6079646119663,0,0,13.2529328757064
"1763","Quinebaug",5589,"2021-06-23","John Crockett",2021-06-23 12:25:00,2021-06-23 13:46:00,"Beaver","chewed stick","N","N","Foot",0,0.91358024691358,0,0,0,0.0864197530864197,19.3,1,0,173,20,81,3,6.60766010508215,14.6079646119663,0,0,13.2529328757064
"1765","Quinebaug",5589,"2021-06-23","John Crockett",2021-06-23 12:25:00,2021-06-23 13:46:00,"Otter","Latrine","Y","N","Foot",0,0.91358024691358,0,0,0,0.0864197530864197,19.3,1,0,173,47,81,3,6.60766010508215,14.6079646119663,0,0,13.2529328757064
"1767","Quinebaug",5632,"2021-06-23","Amy Mayer",2021-06-23 08:27:00,2021-06-23 09:20:00,"Beaver","chewed stick","N","N","Foot",0.0943396226415094,0,0.0943396226415094,0,0,0.811320754716981,13.6,18,0,173,13,53,3,7.06217243637554,2.15243597825137,1.10212099911895,0,7.23814113470693
"1769","Quinebaug",5632,"2021-06-23","John Crockett",2021-06-23 08:25:00,2021-06-23 09:19:00,"Other","chewed veg","Y","N","Foot",0.0740740740740741,0.037037037037037,0.0740740740740741,0,0,0.814814814814815,13.6,18,0,173,4,54,3,7.06217243637554,2.15243597825137,1.10212099911895,0,7.23814113470693
"1770","Quinebaug",5632,"2021-06-23","John Crockett",2021-06-23 08:25:00,2021-06-23 09:19:00,"Beaver","chewed tree","Y","N","Foot",0.0740740740740741,0.037037037037037,0.0740740740740741,0,0,0.814814814814815,13.6,18,0,173,13,54,3,7.06217243637554,2.15243597825137,1.10212099911895,0,7.23814113470693
"1771","Quinebaug",5632,"2021-06-23","John Crockett",2021-06-23 08:25:00,2021-06-23 09:19:00,"Otter","Latrine","N","N","Foot",0.0740740740740741,0.037037037037037,0.0740740740740741,0,0,0.814814814814815,13.6,18,0,173,18,54,3,7.06217243637554,2.15243597825137,1.10212099911895,0,7.23814113470693
"1772","Quinebaug",5632,"2021-06-23","John Crockett",2021-06-23 08:25:00,2021-06-23 09:19:00,"Beaver","chewed stick","N","N","Foot",0.0740740740740741,0.037037037037037,0.0740740740740741,0,0,0.814814814814815,13.6,18,0,173,31,54,3,7.06217243637554,2.15243597825137,1.10212099911895,0,7.23814113470693
"1774","Quinebaug",5632,"2021-06-23","John Crockett",2021-06-23 08:25:00,2021-06-23 09:19:00,"Beaver","castor smell",NA,"N","Foot",0.0740740740740741,0.037037037037037,0.0740740740740741,0,0,0.814814814814815,13.6,18,0,173,52,54,3,7.06217243637554,2.15243597825137,1.10212099911895,0,7.23814113470693
"1775","Quinebaug",5756,"2021-07-29","Amy Mayer",2021-07-29 10:16:00,2021-07-29 10:54:00,"Beaver","chewed stick","Y","N","Kayak",0.736842105263158,0.263157894736842,0,0,0,0,21.1,16,7.3,209,1,38,4,1.50375065825907,17.6022056773068,0,0,8.44224155018902
"1776","Quinebaug",5756,"2021-07-29","Amy Mayer",2021-07-29 10:16:00,2021-07-29 10:54:00,"Beaver","castor mound","Y","N","Kayak",0.736842105263158,0.263157894736842,0,0,0,0,21.1,16,7.3,209,7,38,4,1.50375065825907,17.6022056773068,0,0,8.44224155018902
"1780","Quinebaug",5756,"2021-07-29","Amy Mayer",2021-07-29 10:16:00,2021-07-29 10:54:00,"Beaver","dam","Y","N","Kayak",0.736842105263158,0.263157894736842,0,0,0,0,21.1,16,7.3,209,29,38,4,1.50375065825907,17.6022056773068,0,0,8.44224155018902
"1782","Quinebaug",5756,"2021-07-29","John Crockett",2021-07-29 10:19:00,2021-07-29 10:53:00,"Muskrat","feed bed","N","N","Kayak",0.529411764705882,0.470588235294118,0,0,0,0,21.1,16,7.3,209,4,34,4,1.50375065825907,17.6022056773068,0,0,8.44224155018902
"1783","Quinebaug",5756,"2021-07-29","John Crockett",2021-07-29 10:19:00,2021-07-29 10:53:00,"Beaver","chewed stick","Y","N","Kayak",0.529411764705882,0.470588235294118,0,0,0,0,21.1,16,7.3,209,7,34,4,1.50375065825907,17.6022056773068,0,0,8.44224155018902
"1784","Quinebaug",5756,"2021-07-29","John Crockett",2021-07-29 10:19:00,2021-07-29 10:53:00,"Other","feed bed","Y","N","Kayak",0.529411764705882,0.470588235294118,0,0,0,0,21.1,16,7.3,209,11,34,4,1.50375065825907,17.6022056773068,0,0,8.44224155018902
"1786","Quinebaug",5756,"2021-07-29","John Crockett",2021-07-29 10:19:00,2021-07-29 10:53:00,"Beaver","visual observation","Y","N","Kayak",0.529411764705882,0.470588235294118,0,0,0,0,21.1,16,7.3,209,20,34,4,1.50375065825907,17.6022056773068,0,0,8.44224155018902
"1788","Quinebaug",5756,"2021-07-29","John Crockett",2021-07-29 10:19:00,2021-07-29 10:53:00,"Beaver","dam","Y","N","Kayak",0.529411764705882,0.470588235294118,0,0,0,0,21.1,16,7.3,209,26,34,4,1.50375065825907,17.6022056773068,0,0,8.44224155018902
"1789","Quinebaug",5756,"2021-07-29","John Crockett",2021-07-29 10:19:00,2021-07-29 10:53:00,"Beaver","castor mound","Y","N","Kayak",0.529411764705882,0.470588235294118,0,0,0,0,21.1,16,7.3,209,31,34,4,1.50375065825907,17.6022056773068,0,0,8.44224155018902
"1790","Quinebaug",5761,"2021-07-15","John Crockett",2021-07-15 13:06:00,2021-07-15 13:56:00,"Beaver","chewed stick","N","N","Kayak",0.58,0.42,0,0,0,0,28.2,15,0.5,195,8,50,4,7.88970779427315,20.207751852055,0,0,1.55704380922536
"1791","Quinebaug",5761,"2021-07-15","John Crockett",2021-07-15 13:06:00,2021-07-15 13:56:00,"Muskrat","chewed veg","Y","N","Kayak",0.58,0.42,0,0,0,0,28.2,15,0.5,195,11,50,4,7.88970779427315,20.207751852055,0,0,1.55704380922536
"1792","Quinebaug",5761,"2021-07-15","John Crockett",2021-07-15 13:06:00,2021-07-15 13:56:00,"Beaver","castor mound","Y","N","Kayak",0.58,0.42,0,0,0,0,28.2,15,0.5,195,12,50,4,7.88970779427315,20.207751852055,0,0,1.55704380922536
"1793","Quinebaug",5761,"2021-07-15","John Crockett",2021-07-15 13:06:00,2021-07-15 13:56:00,"Muskrat","feed bed","Y","N","Kayak",0.58,0.42,0,0,0,0,28.2,15,0.5,195,14,50,4,7.88970779427315,20.207751852055,0,0,1.55704380922536
"1797","Quinebaug",5761,"2021-07-15","Kylie Rezendes",2021-07-15 13:06:00,2021-07-15 14:00:00,"Beaver","castor mound","N","N","Kayak",0.62962962962963,0.37037037037037,0,0,0,0,28.2,15,0.5,195,5,54,4,7.88970779427315,20.207751852055,0,0,1.55704380922536
"1798","Quinebaug",5761,"2021-07-15","Kylie Rezendes",2021-07-15 13:06:00,2021-07-15 14:00:00,"Beaver","chewed tree","Y","N","Kayak",0.62962962962963,0.37037037037037,0,0,0,0,28.2,15,0.5,195,12,54,4,7.88970779427315,20.207751852055,0,0,1.55704380922536
"1799","Quinebaug",5761,"2021-07-15","Kylie Rezendes",2021-07-15 13:06:00,2021-07-15 14:00:00,"Other","chewed veg",NA,"N","Kayak",0.62962962962963,0.37037037037037,0,0,0,0,28.2,15,0.5,195,21,54,4,7.88970779427315,20.207751852055,0,0,1.55704380922536
"1803","Quinebaug",5771,"2021-07-29","Amy Mayer",2021-07-29 09:11:00,2021-07-29 10:04:00,"Beaver","castor mound","N","N","Kayak",0.471698113207547,0.528301886792453,0,0,0,0,19.8,27,7.3,209,5,53,4,3.78100501795741,29.6338750155916,0,0,11.5002675732545
"1804","Quinebaug",5771,"2021-07-29","Amy Mayer",2021-07-29 09:11:00,2021-07-29 10:04:00,"Beaver","chewed stick","Y","N","Kayak",0.471698113207547,0.528301886792453,0,0,0,0,19.8,27,7.3,209,9,53,4,3.78100501795741,29.6338750155916,0,0,11.5002675732545
"1807","Quinebaug",5771,"2021-07-29","Amy Mayer",2021-07-29 09:11:00,2021-07-29 10:04:00,"Beaver","dam","Y","N","Kayak",0.471698113207547,0.528301886792453,0,0,0,0,19.8,27,7.3,209,38,53,4,3.78100501795741,29.6338750155916,0,0,11.5002675732545
"1809","Quinebaug",5771,"2021-07-29","Amy Mayer",2021-07-29 09:11:00,2021-07-29 10:04:00,"Beaver","Lodge","Y","N","Kayak",0.471698113207547,0.528301886792453,0,0,0,0,19.8,27,7.3,209,51,53,4,3.78100501795741,29.6338750155916,0,0,11.5002675732545
"1810","Quinebaug",5771,"2021-07-29","John Crockett",2021-07-29 09:10:00,2021-07-29 10:02:00,"Beaver","castor mound","Y","N","Kayak",0.653846153846154,0.346153846153846,0,0,0,0,19.8,27,7.3,209,9,52,4,3.78100501795741,29.6338750155916,0,0,11.5002675732545
"1811","Quinebaug",5771,"2021-07-29","John Crockett",2021-07-29 09:10:00,2021-07-29 10:02:00,"Other","chewed veg","Y","N","Kayak",0.653846153846154,0.346153846153846,0,0,0,0,19.8,27,7.3,209,17,52,4,3.78100501795741,29.6338750155916,0,0,11.5002675732545
"1813","Quinebaug",5771,"2021-07-29","John Crockett",2021-07-29 09:10:00,2021-07-29 10:02:00,"Other","bank den","Y","N","Kayak",0.653846153846154,0.346153846153846,0,0,0,0,19.8,27,7.3,209,30,52,4,3.78100501795741,29.6338750155916,0,0,11.5002675732545
"1814","Quinebaug",5771,"2021-07-29","John Crockett",2021-07-29 09:10:00,2021-07-29 10:02:00,"Beaver","dam","N","N","Kayak",0.653846153846154,0.346153846153846,0,0,0,0,19.8,27,7.3,209,35,52,4,3.78100501795741,29.6338750155916,0,0,11.5002675732545
"1816","Quinebaug",5771,"2021-07-29","John Crockett",2021-07-29 09:10:00,2021-07-29 10:02:00,"Beaver","chewed stick","Y","N","Kayak",0.653846153846154,0.346153846153846,0,0,0,0,19.8,27,7.3,209,39,52,4,3.78100501795741,29.6338750155916,0,0,11.5002675732545
"1818","Quinebaug",5771,"2021-07-29","John Crockett",2021-07-29 09:10:00,2021-07-29 10:02:00,"Beaver","Lodge","N","N","Kayak",0.653846153846154,0.346153846153846,0,0,0,0,19.8,27,7.3,209,51,52,4,3.78100501795741,29.6338750155916,0,0,11.5002675732545
"1819","Quinebaug",6221,"2021-07-15","John Crockett",2021-07-15 10:32:00,2021-07-15 11:35:00,"Beaver","chewed stick","N","N","Foot",0,0,0,0,0,1,26.3,16,0.5,195,33,63,4,6.08676540912312,0,0,0,69.093177365843
"1821","Quinebaug",6221,"2021-07-15","Kylie Rezendes",2021-07-15 10:31:00,2021-07-15 11:34:00,"Beaver","chewed stick","N","N","Foot",0,0,0,0.0317460317460317,0,0.968253968253968,26.3,16,0.5,195,12,63,4,6.08676540912312,0,0,0,69.093177365843
"1822","Quinebaug",6221,"2021-07-15","Kylie Rezendes",2021-07-15 10:31:00,2021-07-15 11:34:00,"Beaver","chewed tree","N","N","Foot",0,0,0,0.0317460317460317,0,0.968253968253968,26.3,16,0.5,195,37,63,4,6.08676540912312,0,0,0,69.093177365843
