"","X","Watershed","Site.ID","Date","Observer","Expected","Start.Time","End.time","Spp","Sign.Type","Fresh","Time","Veg","Camera","GPS","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest","lon","lat","Temp","cloudcover","Precip"
"1155",402,"Pawcatuck",1144,"2021-03-03","John Crockett",NA,"2021-03-03 10:18:00","2021-03-03 10:51:00","?","scat","N","1899-12-31 10:37:00","forested swamp","2","3",NA,"foot",0,0,0,0,0,1,-71.7017561104,41.4852548484,0.4,2,0
"1156",403,"Pawcatuck",1144,"2021-03-03","Emma Paton",NA,"2021-03-03 10:19:00","2021-03-03 10:52:00",NA,NA,NA,NA,NA,"2","3",NA,"foot",0,0,0,0,0,1,-71.7017561104,41.4852548484,0.4,2,0
"1157",404,"Pawcatuck",3144,"2021-03-03","John Crockett","beaver","2021-03-03 11:43:00","2021-03-03 12:18:00",NA,NA,NA,NA,NA,"2","3",NA,"foot",0,0,0,0,0,1,-71.7017561104,41.4852548484,4.1,0,0
"1158",405,"Pawcatuck",3144,"2021-03-03","Emma Paton",NA,"2021-03-03 11:45:00","2021-03-03 12:19:00",NA,NA,NA,NA,NA,"2","3",NA,"foot",0,0,0,0,0,1,-71.7017561104,41.4852548484,4.1,0,0
"1159",406,"Quinebaug",5595,"2021-03-04","Emerson Paton","Beaver","2021-03-04 13:12:00","2021-03-04 14:27:00","beaver","stripped stick","N","1899-12-31 13:19:00",NA,"2","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160",407,"Quinebaug",5595,"2021-03-04","Emerson Paton","Beaver","2021-03-04 13:12:00","2021-03-04 14:27:00","beaver","chewed stick","N","1899-12-31 13:23:00",NA,"2","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161",408,"Quinebaug",5595,"2021-03-04","Emerson Paton","Beaver","2021-03-04 13:12:00","2021-03-04 14:27:00","beaver","chewed stick","N","1899-12-31 13:33:00",NA,"2","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162",409,"Quinebaug",5595,"2021-03-04","Emerson Paton","Beaver","2021-03-04 13:12:00","2021-03-04 14:27:00","beaver","chewed stick","N","1899-12-31 13:43:00",NA,"2","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163",410,"Quinebaug",5595,"2021-03-04","Emerson Paton","Beaver","2021-03-04 13:12:00","2021-03-04 14:27:00","beaver","stripped stick","Y","1899-12-31 13:54:00",NA,"2","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164",411,"Quinebaug",5595,"2021-03-04","Emerson Paton","Beaver","2021-03-04 13:12:00","2021-03-04 14:27:00","beaver","chewed root","N","1899-12-31 13:54:00",NA,"2","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165",412,"Quinebaug",5595,"2021-03-04","Emerson Paton","Beaver","2021-03-04 13:12:00","2021-03-04 14:27:00","otter","slide","N","1899-12-31 14:16:00",NA,"2","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166",413,"Quinebaug",5595,"2021-03-04","Emerson Paton","Beaver","2021-03-04 13:12:00","2021-03-04 14:27:00","beaver","stump","N","1899-12-31 14:18:00",NA,"2","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167",414,"Quinebaug",5595,"2021-03-04","Emerson Paton","Beaver","2021-03-04 13:12:00","2021-03-04 14:27:00","beaver","stripped stick","Y","1899-12-31 14:21:00",NA,"2","none",NA,"kayak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168",415,"Quinebaug",5595,"2021-03-04","John Crockett","beaver, otter","2021-03-04 13:11:00","2021-03-04 14:27:00","beaver","chewed stick","N","1899-12-31 13:15:00","Stream","3","2",NA,"kayak",0,0.894736842105263,0,0,0,0.105263157894737,-71.5546208527,41.3859472331,4.6,86,0
"1169",416,"Quinebaug",5595,"2021-03-04","John Crockett","beaver, otter","2021-03-04 13:11:00","2021-03-04 14:27:00","beaver","chewed stick","Y","1899-12-31 13:25:00","Stream","3","2",NA,"kayak",0,0.894736842105263,0,0,0,0.105263157894737,-71.5546208527,41.3859472331,4.6,86,0
"1170",417,"Quinebaug",5595,"2021-03-04","John Crockett","beaver, otter","2021-03-04 13:11:00","2021-03-04 14:27:00","beaver","stripped veg","Y","1899-12-31 13:27:00","Stream","3","2",NA,"kayak",0,0.894736842105263,0,0,0,0.105263157894737,-71.5546208527,41.3859472331,4.6,86,0
"1171",418,"Quinebaug",5595,"2021-03-04","John Crockett","beaver, otter","2021-03-04 13:11:00","2021-03-04 14:27:00","beaver","chewed stick","Y","1899-12-31 13:37:00","Stream","3","2",NA,"kayak",0,0.894736842105263,0,0,0,0.105263157894737,-71.5546208527,41.3859472331,4.6,86,0
"1172",419,"Quinebaug",5595,"2021-03-04","John Crockett","beaver, otter","2021-03-04 13:11:00","2021-03-04 14:27:00","muskrat","chewed veg","N","1899-12-31 13:57:00","Stream","3","2",NA,"kayak",0,0.894736842105263,0,0,0,0.105263157894737,-71.5546208527,41.3859472331,4.6,86,0
"1173",420,"Quinebaug",5595,"2021-03-04","John Crockett","beaver, otter","2021-03-04 13:11:00","2021-03-04 14:27:00","beaver","chewed stick","N","1899-12-31 13:57:00","Stream","3","2",NA,"kayak",0,0.894736842105263,0,0,0,0.105263157894737,-71.5546208527,41.3859472331,4.6,86,0
"1174",421,"Quinebaug",5595,"2021-03-04","John Crockett","beaver, otter","2021-03-04 13:11:00","2021-03-04 14:27:00","?","scat","Y","1899-12-31 14:02:00","Stream","3","2",NA,"kayak",0,0.894736842105263,0,0,0,0.105263157894737,-71.5546208527,41.3859472331,4.6,86,0
"1175",422,"Quinebaug",5595,"2021-03-04","John Crockett","beaver, otter","2021-03-04 13:11:00","2021-03-04 14:27:00","muskrat","scat","N","1899-12-31 14:22:00","Stream","3","2",NA,"kayak",0,0.894736842105263,0,0,0,0.105263157894737,-71.5546208527,41.3859472331,4.6,86,0
"1176",423,"Quinebaug",6831,"2021-03-05","Emerson Paton","Beaver","2021-03-05 10:39:00","2021-03-05 11:53:00","beaver","chewed stick","N","1899-12-31 10:40:00",NA,"2","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177",424,"Quinebaug",6831,"2021-03-05","Emerson Paton","Beaver","2021-03-05 10:39:00","2021-03-05 11:53:00","beaver","chewed veg","Y","1899-12-31 10:48:00",NA,"2","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178",425,"Quinebaug",6831,"2021-03-05","Emerson Paton","Beaver","2021-03-05 10:39:00","2021-03-05 11:53:00","beaver","chewed stick","Y","1899-12-31 10:50:00",NA,"2","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179",426,"Quinebaug",6831,"2021-03-05","Emerson Paton","Beaver","2021-03-05 10:39:00","2021-03-05 11:53:00","beaver","stripped stick","Y","1899-12-31 10:53:00",NA,"2","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180",427,"Quinebaug",6831,"2021-03-05","Emerson Paton","Beaver","2021-03-05 10:39:00","2021-03-05 11:53:00","beaver","stump","N","1899-12-31 11:02:00",NA,"2","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181",428,"Quinebaug",6831,"2021-03-05","Emerson Paton","Beaver","2021-03-05 10:39:00","2021-03-05 11:53:00","beaver","chewed stick","Y","1899-12-31 11:07:00",NA,"2","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182",429,"Quinebaug",6831,"2021-03-05","Emerson Paton","Beaver","2021-03-05 10:39:00","2021-03-05 11:53:00","beaver","chewed veg","N","1899-12-31 11:12:00",NA,"2","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183",430,"Quinebaug",6831,"2021-03-05","Emerson Paton","Beaver","2021-03-05 10:39:00","2021-03-05 11:53:00","beaver","chewed root","N","1899-12-31 11:18:00",NA,"2","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184",431,"Quinebaug",6831,"2021-03-05","Emerson Paton","Beaver","2021-03-05 10:39:00","2021-03-05 11:53:00","beaver","chewed root","N","1899-12-31 11:26:00",NA,"2","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185",432,"Quinebaug",6831,"2021-03-05","Emerson Paton","Beaver","2021-03-05 10:39:00","2021-03-05 11:53:00","beaver","chewed stick","N","1899-12-31 11:27:00",NA,"2","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186",433,"Quinebaug",6831,"2021-03-05","Emerson Paton","Beaver","2021-03-05 10:39:00","2021-03-05 11:53:00","otter","scat","N","1899-12-31 11:28:00",NA,"2","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187",434,"Quinebaug",6831,"2021-03-05","Emerson Paton","Beaver","2021-03-05 10:39:00","2021-03-05 11:53:00","beaver","chewed veg","N","1899-12-31 11:38:00",NA,"2","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188",435,"Quinebaug",6831,"2021-03-05","Emerson Paton","Beaver","2021-03-05 10:39:00","2021-03-05 11:53:00","mink","scat","N","1899-12-31 11:42:00",NA,"2","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189",436,"Quinebaug",6831,"2021-03-05","Emerson Paton","Beaver","2021-03-05 10:39:00","2021-03-05 11:53:00","otter","latrine","N","1899-12-31 11:47:00",NA,"2","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190",437,"Quinebaug",6831,"2021-03-05","John Crockett","beaver","2021-03-05 10:38:00","2021-03-05 11:50:00","Beaver","chewed stick","N","1899-12-31 10:39:00",NA,"3","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191",438,"Quinebaug",6831,"2021-03-05","John Crockett","beaver","2021-03-05 10:38:00","2021-03-05 11:50:00","Beaver","chewed stick","Y","1899-12-31 10:42:00",NA,"3","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192",439,"Quinebaug",6831,"2021-03-05","John Crockett","beaver","2021-03-05 10:38:00","2021-03-05 11:50:00","Beaver","chewed stick","Y","1899-12-31 10:52:00",NA,"3","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193",440,"Quinebaug",6831,"2021-03-05","John Crockett","beaver","2021-03-05 10:38:00","2021-03-05 11:50:00","Beaver","stump","N","1899-12-31 11:05:00",NA,"3","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194",441,"Quinebaug",6831,"2021-03-05","John Crockett","beaver","2021-03-05 10:38:00","2021-03-05 11:50:00","otter","latrine","Y","1899-12-31 11:09:00",NA,"3","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195",442,"Quinebaug",6831,"2021-03-05","John Crockett","beaver","2021-03-05 10:38:00","2021-03-05 11:50:00","Beaver","chewed stick","N","1899-12-31 11:13:00",NA,"3","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196",443,"Quinebaug",6831,"2021-03-05","John Crockett","beaver","2021-03-05 10:38:00","2021-03-05 11:50:00","otter","fish bits","N","1899-12-31 11:27:00",NA,"3","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197",444,"Quinebaug",6831,"2021-03-05","John Crockett","beaver","2021-03-05 10:38:00","2021-03-05 11:50:00","Beaver","chewed stick","N","1899-12-31 11:35:00",NA,"3","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198",445,"Quinebaug",6831,"2021-03-05","John Crockett","beaver","2021-03-05 10:38:00","2021-03-05 11:50:00","?","scat","N","1899-12-31 11:38:00",NA,"3","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199",446,"Quinebaug",6831,"2021-03-05","John Crockett","beaver","2021-03-05 10:38:00","2021-03-05 11:50:00","otter","latrine","N","1899-12-31 11:45:00",NA,"3","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200",447,"Quinebaug",6831,"2021-03-05","John Crockett","beaver","2021-03-05 10:38:00","2021-03-05 11:50:00","Beaver","chewed stick","N","1899-12-31 11:48:00",NA,"3","none",NA,"foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201",448,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","beaver","chewed stick","N","1899-12-31 12:03:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1202",449,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","muskrat","scat","N","1899-12-31 12:12:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1203",450,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","muskrat","scat","N","1899-12-31 12:20:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1204",451,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","muskrat","scat","N","1899-12-31 12:22:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1205",452,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","beaver","chewed stick","N","1899-12-31 12:28:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1206",453,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","beaver","chewed stick","N","1899-12-31 12:37:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1207",454,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","?","scat","N","1899-12-31 12:43:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1208",455,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","beaver","chewed stick","Y","1899-12-31 12:52:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1209",456,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","beaver","chewed stick","N","1899-12-31 13:06:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1210",457,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","muskrat","scat","Y","1899-12-31 13:08:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1211",458,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","muskrat","scat","N","1899-12-31 13:11:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1212",459,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","muskrat","chewed veg","N","1899-12-31 13:15:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1213",460,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","muskrat","scat","Y","1899-12-31 13:18:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1214",461,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","beaver","chewed stick","Y","1899-12-31 13:22:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1215",462,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","muskrat","chewed veg","N","1899-12-31 13:23:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1216",463,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","muskrat","scat","Y","1899-12-31 13:23:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1217",464,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","muskrat","scat","N","1899-12-31 13:26:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1218",465,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","muskrat","scat","Y","1899-12-31 13:28:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1219",466,"Pawcatuck",4335,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:57:00","2021-03-09 13:47:00","beaver","stump","N","1899-12-31 13:36:00","river edge","3","3",NA,"kayak",0.981818181818182,0,0,0,0,0.0181818181818182,-71.696308963,41.5390265174,8,5,0
"1220",467,"Pawcatuck",4335,"2021-03-09","John Crockett","beaver","2021-03-09 11:58:00","2021-03-09 13:41:00","muskrat","chewed veg","N","1899-12-31 12:06:00","pond edge","2","2",NA,"kayak",0.980582524271845,0,0,0,0,0.0194174757281553,-71.6965605039,41.5406163968,8.1,5,0
"1221",468,"Pawcatuck",4335,"2021-03-09","John Crockett","beaver","2021-03-09 11:58:00","2021-03-09 13:41:00","muskrat","scat","Y","1899-12-31 12:12:00","pond edge","2","2",NA,"kayak",0.980582524271845,0,0,0,0,0.0194174757281553,-71.6965605039,41.5406163968,8.1,5,0
"1222",469,"Pawcatuck",4335,"2021-03-09","John Crockett","beaver","2021-03-09 11:58:00","2021-03-09 13:41:00","beaver","chewed stick","N","1899-12-31 12:23:00","pond edge","2","2",NA,"kayak",0.980582524271845,0,0,0,0,0.0194174757281553,-71.6965605039,41.5406163968,8.1,5,0
"1223",470,"Pawcatuck",4335,"2021-03-09","John Crockett","beaver","2021-03-09 11:58:00","2021-03-09 13:41:00","otter","latrine","N","1899-12-31 12:36:00","pond edge","2","2",NA,"kayak",0.980582524271845,0,0,0,0,0.0194174757281553,-71.6965605039,41.5406163968,8.1,5,0
"1224",471,"Pawcatuck",4335,"2021-03-09","John Crockett","beaver","2021-03-09 11:58:00","2021-03-09 13:41:00","beaver","chewed stick","Y","1899-12-31 12:38:00","pond edge","2","2",NA,"kayak",0.980582524271845,0,0,0,0,0.0194174757281553,-71.6965605039,41.5406163968,8.1,5,0
"1225",472,"Pawcatuck",4335,"2021-03-09","John Crockett","beaver","2021-03-09 11:58:00","2021-03-09 13:41:00","otter","latrine","N","1899-12-31 12:46:00","pond edge","2","2",NA,"kayak",0.980582524271845,0,0,0,0,0.0194174757281553,-71.6965605039,41.5406163968,8.1,5,0
"1226",473,"Pawcatuck",4335,"2021-03-09","John Crockett","beaver","2021-03-09 11:58:00","2021-03-09 13:41:00","beaver","stump","N","1899-12-31 12:53:00","river edge","2","2",NA,"kayak",0.980582524271845,0,0,0,0,0.0194174757281553,-71.6965605039,41.5406163968,8.1,5,0
"1227",474,"Pawcatuck",4335,"2021-03-09","John Crockett","beaver","2021-03-09 11:58:00","2021-03-09 13:41:00","beaver","scat","Y","1899-12-31 12:57:00","river edge","2","2",NA,"kayak",0.980582524271845,0,0,0,0,0.0194174757281553,-71.6965605039,41.5406163968,8.1,5,0
"1228",475,"Pawcatuck",4335,"2021-03-09","John Crockett","beaver","2021-03-09 11:58:00","2021-03-09 13:41:00","beaver","chewed stick","N","1899-12-31 13:06:00","river edge","2","2",NA,"kayak",0.980582524271845,0,0,0,0,0.0194174757281553,-71.6965605039,41.5406163968,8.1,5,0
"1229",476,"Pawcatuck",4335,"2021-03-09","John Crockett","beaver","2021-03-09 11:58:00","2021-03-09 13:41:00","muskrat","scat","Y","1899-12-31 13:07:00","river edge","2","2",NA,"kayak",0.980582524271845,0,0,0,0,0.0194174757281553,-71.6965605039,41.5406163968,8.1,5,0
"1230",477,"Pawcatuck",4335,"2021-03-09","John Crockett","beaver","2021-03-09 11:58:00","2021-03-09 13:41:00","muskrat","scat","Y","1899-12-31 13:14:00","river edge","2","2",NA,"kayak",0.980582524271845,0,0,0,0,0.0194174757281553,-71.6965605039,41.5406163968,8.1,5,0
"1231",478,"Pawcatuck",4335,"2021-03-09","John Crockett","beaver","2021-03-09 11:58:00","2021-03-09 13:41:00","beaver","chewed stick","Y","1899-12-31 13:19:00","river edge","2","2",NA,"kayak",0.980582524271845,0,0,0,0,0.0194174757281553,-71.6965605039,41.5406163968,8.1,5,0
"1232",479,"Pawcatuck",4335,"2021-03-09","John Crockett","beaver","2021-03-09 11:58:00","2021-03-09 13:41:00","muskrat","scat","Y","1899-12-31 13:24:00","river edge","2","2",NA,"kayak",0.980582524271845,0,0,0,0,0.0194174757281553,-71.6965605039,41.5406163968,8.1,5,0
"1233",480,"Pawcatuck",4335,"2021-03-09","John Crockett","beaver","2021-03-09 11:58:00","2021-03-09 13:41:00","beaver","chewed stick","Y","1899-12-31 13:30:00","river edge","2","2",NA,"kayak",0.980582524271845,0,0,0,0,0.0194174757281553,-71.6965605039,41.5406163968,8.1,5,0
"1234",481,"Pawcatuck",4337,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:19:00","2021-03-09 11:51:00","beaver","chewed stick","Y","1899-12-31 11:25:00","river edge","3","3",NA,"kayak",0.875,0,0,0,0,0.125,-71.696308963,41.5390265174,5.9,14,0
"1235",482,"Pawcatuck",4337,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:19:00","2021-03-09 11:51:00","beaver","chewed stick","Y","1899-12-31 11:42:00","river edge","3","3",NA,"kayak",0.875,0,0,0,0,0.125,-71.696308963,41.5390265174,5.9,14,0
"1236",483,"Pawcatuck",4337,"2021-03-09","Kylie Rezendes","beaver","2021-03-09 11:19:00","2021-03-09 11:51:00","beaver","scat","Y","1899-12-31 11:43:00","river edge","3","3",NA,"kayak",0.875,0,0,0,0,0.125,-71.696308963,41.5390265174,5.9,14,0
"1237",484,"Pawcatuck",4337,"2021-03-09","John Crockett","beaver","2021-03-09 11:20:00","2021-03-09 11:49:00","beaver","stump","Y","1899-12-31 11:20:00","river edge","2","2",NA,"kayak",0.931034482758621,0,0,0,0,0.0689655172413793,-71.6965605039,41.5406163968,6,14,0
"1238",485,"Pawcatuck",4337,"2021-03-09","John Crockett","beaver","2021-03-09 11:20:00","2021-03-09 11:49:00","beaver","chewed stick","Y","1899-12-31 11:26:00","river edge","2","2",NA,"kayak",0.931034482758621,0,0,0,0,0.0689655172413793,-71.6965605039,41.5406163968,6,14,0
"1239",486,"Pawcatuck",4337,"2021-03-09","John Crockett","beaver","2021-03-09 11:20:00","2021-03-09 11:49:00","?","scat","Y","1899-12-31 11:26:00","river edge","2","2",NA,"kayak",0.931034482758621,0,0,0,0,0.0689655172413793,-71.6965605039,41.5406163968,6,14,0
"1240",487,"Pawcatuck",4337,"2021-03-09","John Crockett","beaver","2021-03-09 11:20:00","2021-03-09 11:49:00","muskrat","chewed veg","N","1899-12-31 11:31:00","river edge","2","2",NA,"kayak",0.931034482758621,0,0,0,0,0.0689655172413793,-71.6965605039,41.5406163968,6,14,0
"1241",488,"Pawcatuck",4337,"2021-03-09","John Crockett","beaver","2021-03-09 11:20:00","2021-03-09 11:49:00","beaver","chewed stick","N","1899-12-31 11:41:00","river edge","2","2",NA,"kayak",0.931034482758621,0,0,0,0,0.0689655172413793,-71.6965605039,41.5406163968,6,14,0
"1242",489,"BIS",272,"2021-03-10","Richard Mercer",NA,"2021-03-10 10:35:00","2021-03-10 11:29:00",NA,NA,NA,NA,NA,"5","1",NA,"foot",0.0666666666666667,0.666666666666667,0,0,0.266666666666667,0,-71.6668721382,41.3703658618,4.2,0,0
"1243",490,"BIS",272,"2021-03-10","Amy Mayer",NA,"2021-03-10 10:35:00","2021-03-10 11:35:00",NA,NA,NA,NA,"salt marsh","4","1",NA,"foot",0.0666666666666667,0.666666666666667,0,0,0.266666666666667,0,-71.6668721382,41.3703658618,4.2,0,0
"1244",491,"BIS",291,"2021-03-10","Richard Mercer",NA,"2021-03-10 13:09:00","2021-03-10 13:29:00",NA,NA,NA,NA,NA,"5","1",NA,"foot",0,1,0,0,0,0,-71.6668721382,41.3703658618,6.5,0,0
"1245",492,"BIS",291,"2021-03-10","Amy Mayer",NA,"2021-03-10 13:09:00","2021-03-10 13:29:00",NA,NA,NA,NA,"cedar swamp","4","1",NA,"foot",0,1,0,0,0,0,-71.6668721382,41.3703658618,6.5,0,0
"1246",493,"Pawcatuck",9,"2021-03-10","John Crockett",NA,"2021-03-10 09:59:00","2021-03-10 11:00:00","muskrat","track","Y","1899-12-31 10:16:00","salt marsh","3","4",NA,"foot",0,1,0,0,0,0,-71.5266696364,41.4904617704,1.9,0,0
"1247",494,"Pawcatuck",9,"2021-03-10","John Crockett",NA,"2021-03-10 09:59:00","2021-03-10 11:00:00","muskrat","track","Y","1899-12-31 10:22:00","salt marsh","3","4",NA,"foot",0,1,0,0,0,0,-71.5266696364,41.4904617704,1.9,0,0
"1248",495,"Pawcatuck",9,"2021-03-10","John Crockett",NA,"2021-03-10 09:59:00","2021-03-10 11:00:00","otter","latrine","Y","1899-12-31 10:27:00","salt marsh","3","4",NA,"foot",0,1,0,0,0,0,-71.5266696364,41.4904617704,1.9,0,0
"1249",496,"Pawcatuck",9,"2021-03-10","John Crockett",NA,"2021-03-10 09:59:00","2021-03-10 11:00:00","otter","latrine","N","1899-12-31 10:37:00","salt marsh","3","4",NA,"foot",0,1,0,0,0,0,-71.5266696364,41.4904617704,1.9,0,0
"1250",497,"Pawcatuck",9,"2021-03-10","John Crockett",NA,"2021-03-10 09:59:00","2021-03-10 11:00:00","otter","latrine","N","1899-12-31 10:39:00","salt marsh","3","4",NA,"foot",0,1,0,0,0,0,-71.5266696364,41.4904617704,1.9,0,0
"1251",498,"Pawcatuck",9,"2021-03-10","John Crockett",NA,"2021-03-10 09:59:00","2021-03-10 11:00:00","otter","latrine","N","1899-12-31 11:00:00","salt marsh","3","4",NA,"foot",0,1,0,0,0,0,-71.5266696364,41.4904617704,1.9,0,0
