"","Watershed","Site.ID","Date","Location","Observer","Expected","Start.Time","End.time","Spp","Sign.Type","Fresh","Time","Photo.Ref","Veg","Camera","GPS","Water.level.rain.report","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest"
"457","Blackstone",258,2023-03-10,"Harrisville Fishing Area #2","Chris Boylston","Beaver, Muskrat",2023-03-10 11:49:00,2023-03-10 12:30:00,"Beaver","Chewed Sticks","N","0.49513888888888885",NA,"Edge of River","2","1","No Rain","N","Kayak",0.317073170731707,0,0,0,0,0.682926829268293
"458","Blackstone",258,2023-03-10,"Harrisville Fishing Area #2","Chris Boylston","Beaver, Muskrat",2023-03-10 11:49:00,2023-03-10 12:30:00,"Beaver","Chewed Sticks","Y","0.49583333333333335",NA,"Edge of River","2","1","No Rain","N","Kayak",0.317073170731707,0,0,0,0,0.682926829268293
"459","Blackstone",258,2023-03-10,"Harrisville Fishing Area #2","Chris Boylston","Beaver, Muskrat",2023-03-10 11:49:00,2023-03-10 12:30:00,"Beaver","Chewed Sticks","Y","0.49861111111111112",NA,"Edge of River","2","1","No Rain","N","Kayak",0.317073170731707,0,0,0,0,0.682926829268293
"460","Blackstone",258,2023-03-10,"Harrisville Fishing Area #2","Chris Boylston","Beaver, Muskrat",2023-03-10 11:49:00,2023-03-10 12:30:00,"Beaver","Caster","N","0.50069444444444444",NA,"Edge of River","2","1","No Rain","N","Kayak",0.317073170731707,0,0,0,0,0.682926829268293
"461","Blackstone",125,2023-03-10,"Nipmuc River #1","Chris Boylston","Beaver, Muskrat",2023-03-10 13:23:00,2023-03-10 13:33:00,"Beaver","Chewed Stick","N","0.55902777777777779",NA,"Edge of River","2","1","No Rain","N","Kayak",0,0,0,0,0,1
"462","Blackstone",125,2023-03-10,"Nipmuc River #1","Chris Boylston","Beaver, Muskrat",2023-03-10 13:23:00,2023-03-10 13:33:00,"Beaver","Chewed Stick","N","0.56180555555555556",NA,"Edge of River","2","1","No Rain","N","Kayak",0,0,0,0,0,1
"463","Blackstone",125,2023-03-10,"Nipmuc River #1","Chris Boylston","Beaver, Muskrat",2023-03-10 13:23:00,2023-03-10 13:33:00,"Beaver","Chewed Stick","N","0.5625",NA,"Edge of River","2","1","No Rain","N","Kayak",0,0,0,0,0,1
"464","Blackstone",325,2023-03-10,"Union Pond","Chris Boylston","N/A",2023-03-10 10:24:00,2023-03-10 10:41:00,"Beaver","Chewed Sticks","N","0.43402777777777773",NA,"Edge of Pond","2","1","No Rain","N","Kayak",0.882352941176471,0,0,0,0,0.117647058823529
"465","Blackstone",325,2023-03-10,"Union Pond","Chris Boylston","N/A",2023-03-10 10:24:00,2023-03-10 10:41:00,"Beaver","Chewed Sticks","N","0.43611111111111112",NA,"Edge of Pond","2","1","No Rain","N","Kayak",0.882352941176471,0,0,0,0,0.117647058823529
"466","Blackstone",325,2023-03-10,"Union Pond","Chris Boylston","N/A",2023-03-10 10:24:00,2023-03-10 10:41:00,"Beaver","Downed Tree","N","0.4375",NA,"Edge of Pond","2","1","No Rain","N","Kayak",0.882352941176471,0,0,0,0,0.117647058823529
"467","Blackstone",325,2023-03-10,"Union Pond","Chris Boylston","N/A",2023-03-10 10:24:00,2023-03-10 10:41:00,"Beaver","Lodge","N","0.44027777777777777",NA,"Edge of Pond","2","1","No Rain","N","Kayak",0.882352941176471,0,0,0,0,0.117647058823529
"468","Blackstone",325,2023-03-10,"Union Pond","Chris Boylston","N/A",2023-03-10 10:24:00,2023-03-10 10:41:00,"Beaver","Chewed Tree","Y","0.44236111111111115",NA,"Edge of Pond","2","1","No Rain","N","Kayak",0.882352941176471,0,0,0,0,0.117647058823529
"469","Woonasquatucket-Moshassuck",30,2023-03-21,"waterman reservoir #1","Chris Boylston","otter",2023-03-21 10:43:00,2023-03-21 11:05:00,"otter?","shell","n","0.4604166666666667","2","edge of lake","2","1","none","none","kayaking",1,0,0,0,0,0
"470","Woonasquatucket-Moshassuck",35,2023-03-21,"waterman reservoir #2","Chris Boylston",NA,2023-03-21 11:22:00,2023-03-21 11:32:00,"N/A",NA,NA,NA,NA,NA,"2","1","none","none","kayaking",1,0,0,0,0,0
"471","Woonasquatucket-Moshassuck",32,2023-03-21,"waterman reservoir #3","Chris Boylston",NA,2023-03-21 11:53:00,2023-03-21 12:07:00,"otter","shell","n","0.4993055555555555",NA,"edge of lake","2","1","none","none","kayaking",1,0,0,0,0,0
"472","Woonasquatucket-Moshassuck",32,2023-03-21,"waterman reservoir #3","Chris Boylston",NA,2023-03-21 11:53:00,2023-03-21 12:07:00,"otter","shell","n","0.50138888888888888",NA,"edge of lake","2","1","none","none","kayaking",1,0,0,0,0,0
"473","Woonasquatucket-Moshassuck",32,2023-03-21,"waterman reservoir #3","Chris Boylston",NA,2023-03-21 11:53:00,2023-03-21 12:07:00,"otter","shell","n","0.50277777777777777",NA,"edge of lake","2","1","none","none","kayaking",1,0,0,0,0,0
"474","Woonasquatucket-Moshassuck",33,2023-03-21,"waterman reservoir #4","Chris Boylston",NA,2023-03-21 12:23:00,2023-03-21 12:42:00,"otter","shell","n","0.52361111111111114",NA,"edge of lake","2","1","none","none","kayaking",1,0,0,0,0,0
"475","Woonasquatucket-Moshassuck",33,2023-03-21,"waterman reservoir #4","Chris Boylston",NA,2023-03-21 12:23:00,2023-03-21 12:42:00,"otter","shell","n","0.52500000000000002",NA,"edge of lake","2","1","none","none","kayaking",1,0,0,0,0,0
"476","Woonasquatucket-Moshassuck",30,2023-03-21,"waterman reservoir #1","John Crockett","N/A",2023-03-21 10:42:00,2023-03-21 11:00:00,"N/A",NA,NA,NA,NA,NA,"1","3","water very low, no rain","none","kayaking",0.944444444444444,0,0,0,0,0.0555555555555556
"477","Woonasquatucket-Moshassuck",35,2023-03-21,"waterman reservoir #2","John Crockett","N/A",2023-03-21 11:22:00,2023-03-21 11:31:00,"N/A",NA,NA,NA,NA,NA,"1","3","water very low, no rain","none","kayaking",1,0,0,0,0,0
"478","Woonasquatucket-Moshassuck",32,2023-03-21,"waterman reservoir #3","John Crockett","N/A",2023-03-21 11:51:00,2023-03-21 12:05:00,"otter","chewed shell","N","0.49791666666666662",NA,"pond edge","1","3","water very low, no rain","none","kayaking",1,0,0,0,0,0
"479","Woonasquatucket-Moshassuck",33,2023-03-21,"waterman reservoir #4","John Crockett","N/A",2023-03-21 12:20:00,2023-03-21 12:42:00,"otter","chewed shell","N","0.52430555555555558",NA,"pond edge","1","3","water very low, no rain","none","kayaking",1,0,0,0,0,0
"480","Blackstone",296,2023-03-22,"round top #1","Chris Boylston","beaver",2023-03-22 10:39:00,2023-03-22 11:05:00,"beaver","chewed stick","n","0.44513888888888892",NA,"edge of stream","2","1","none","none","walking",0,0,0,0,0,1
"481","Blackstone",296,2023-03-22,"round top #1","Chris Boylston","beaver",2023-03-22 10:39:00,2023-03-22 11:05:00,"beaver","chewed stick","n","0.4458333333333333",NA,"edge of stream","2","1","none","none","walking",0,0,0,0,0,1
"482","Blackstone",296,2023-03-22,"round top #1","Chris Boylston","beaver",2023-03-22 10:39:00,2023-03-22 11:05:00,"beaver","chewed stick","n","0.44722222222222219",NA,"edge of stream","2","1","none","none","walking",0,0,0,0,0,1
"483","Blackstone",296,2023-03-22,"round top #1","Chris Boylston","beaver",2023-03-22 10:39:00,2023-03-22 11:05:00,"beaver","chewed stickt","y","0.44861111111111113",NA,"edge of stream","2","1","none","none","walking",0,0,0,0,0,1
"484","Blackstone",296,2023-03-22,"round top #1","Chris Boylston","beaver",2023-03-22 10:39:00,2023-03-22 11:05:00,"beaver","chewed stick","n","0.45833333333333331",NA,"edge of stream","2","1","none","none","walking",0,0,0,0,0,1
"485","Blackstone",296,2023-03-22,"round top #1","Chris Boylston","beaver",2023-03-22 10:39:00,2023-03-22 11:05:00,"beaver","chewed stick","y","0.46111111111111108",NA,"edge of stream","2","1","none","none","walking",0,0,0,0,0,1
"486","Blackstone",294,2023-03-22,"round top #2","Chris Boylston",NA,2023-03-22 11:44:00,2023-03-22 12:21:00,"beaver","chewed stick","y","0.4916666666666667",NA,"edge of lake","2","1","none","none","walking",0.135135135135135,0,0,0.135135135135135,0,0.72972972972973
"487","Blackstone",294,2023-03-22,"round top #2","Chris Boylston",NA,2023-03-22 11:44:00,2023-03-22 12:21:00,"beaver","chewed stumps","n","0.49305555555555558",NA,"edge of lake","2","1","none","none","walking",0.135135135135135,0,0,0.135135135135135,0,0.72972972972973
"488","Blackstone",294,2023-03-22,"round top #2","Chris Boylston",NA,2023-03-22 11:44:00,2023-03-22 12:21:00,"otter?","latrine?","n","0.49444444444444446","2","edge of lake","2","1","none","none","walking",0.135135135135135,0,0,0.135135135135135,0,0.72972972972973
"489","Blackstone",294,2023-03-22,"round top #2","Chris Boylston",NA,2023-03-22 11:44:00,2023-03-22 12:21:00,"beaver","lodge","y","0.49722222222222223",NA,"edge of lake","2","1","none","none","walking",0.135135135135135,0,0,0.135135135135135,0,0.72972972972973
"490","Blackstone",294,2023-03-22,"round top #2","Chris Boylston",NA,2023-03-22 11:44:00,2023-03-22 12:21:00,"beaver","chewed stick","y","0.49791666666666662",NA,"edge of lake","2","1","none","none","walking",0.135135135135135,0,0,0.135135135135135,0,0.72972972972973
"491","Blackstone",294,2023-03-22,"round top #2","Chris Boylston",NA,2023-03-22 11:44:00,2023-03-22 12:21:00,"beaver","caster","y","0.49861111111111112",NA,"edge of lake","2","1","none","none","walking",0.135135135135135,0,0,0.135135135135135,0,0.72972972972973
"492","Blackstone",294,2023-03-22,"round top #2","Chris Boylston",NA,2023-03-22 11:44:00,2023-03-22 12:21:00,"beaver","chewed stick","y","0.50486111111111109",NA,"edge of lake","2","1","none","none","walking",0.135135135135135,0,0,0.135135135135135,0,0.72972972972973
"493","Blackstone",294,2023-03-22,"round top #2","Chris Boylston",NA,2023-03-22 11:44:00,2023-03-22 12:21:00,"beaver","chewed sticks","n","0.50694444444444442",NA,"edge of lake","2","1","none","none","walking",0.135135135135135,0,0,0.135135135135135,0,0.72972972972973
"494","Blackstone",294,2023-03-22,"round top #2","Chris Boylston",NA,2023-03-22 11:44:00,2023-03-22 12:21:00,"beaver","chewed sticks","y","0.50902777777777775",NA,"edge of lake","2","1","none","none","walking",0.135135135135135,0,0,0.135135135135135,0,0.72972972972973
"495","Blackstone",294,2023-03-22,"round top #2","Chris Boylston",NA,2023-03-22 11:44:00,2023-03-22 12:21:00,"beaver","chewed trees","y","0.5131944444444444",NA,"edge of lake","2","1","none","none","walking",0.135135135135135,0,0,0.135135135135135,0,0.72972972972973
"496","Blackstone",292,2023-03-22,"round top #3","Chris Boylston",NA,2023-03-22 12:21:00,2023-03-22 12:45:00,"beaver","chewed stump","n","0.51736111111111105",NA,"swamp","2","1","none","none","walking",0,0,0,0,0.0833333333333333,0.916666666666667
"497","Blackstone",292,2023-03-22,"round top #3","Chris Boylston",NA,2023-03-22 12:21:00,2023-03-22 12:45:00,"beaver","chewed stump","n","0.5180555555555556",NA,"swamp","2","1","none","none","walking",0,0,0,0,0.0833333333333333,0.916666666666667
"498","Blackstone",292,2023-03-22,"round top #3","Chris Boylston",NA,2023-03-22 12:21:00,2023-03-22 12:45:00,"beaver","chewed trees","y","0.52430555555555558",NA,"swamp","2","1","none","none","walking",0,0,0,0,0.0833333333333333,0.916666666666667
"499","Blackstone",292,2023-03-22,"round top #3","Chris Boylston",NA,2023-03-22 12:21:00,2023-03-22 12:45:00,"beaver","chewed trees","y","0.52708333333333335",NA,"swamp","2","1","none","none","walking",0,0,0,0,0.0833333333333333,0.916666666666667
"500","Blackstone",293,2023-03-22,"round top #4","Chris Boylston",NA,2023-03-22 12:48:00,2023-03-22 13:06:00,"beaver","chewed sticks","y","0.53402777777777777",NA,"edge of river","2","1","none","none","walking",0,0,0,0,0.388888888888889,0.611111111111111
"501","Blackstone",293,2023-03-22,"round top #4","Chris Boylston",NA,2023-03-22 12:48:00,2023-03-22 13:06:00,"beaver","chewed sticks","y","0.53472222222222221",NA,"edge of river","2","1","none","none","walking",0,0,0,0,0.388888888888889,0.611111111111111
"502","Blackstone",293,2023-03-22,"round top #4","Chris Boylston",NA,2023-03-22 12:48:00,2023-03-22 13:06:00,"beaver","chewed trees","n","0.53541666666666665",NA,"edge of river","2","1","none","none","walking",0,0,0,0,0.388888888888889,0.611111111111111
"503","Blackstone",293,2023-03-22,"round top #4","Chris Boylston",NA,2023-03-22 12:48:00,2023-03-22 13:06:00,"beaver","chewed sticks","y","0.53680555555555554",NA,"edge of river","2","1","none","none","walking",0,0,0,0,0.388888888888889,0.611111111111111
"504","Blackstone",293,2023-03-22,"round top #4","Chris Boylston",NA,2023-03-22 12:48:00,2023-03-22 13:06:00,"beaver","chewed stump","n","0.54027777777777775",NA,"edge of river","2","1","none","none","walking",0,0,0,0,0.388888888888889,0.611111111111111
"505","Blackstone",293,2023-03-22,"round top #4","Chris Boylston",NA,2023-03-22 12:48:00,2023-03-22 13:06:00,"beaver","lodge","y","0.54166666666666663",NA,"edge of river","2","1","none","none","walking",0,0,0,0,0.388888888888889,0.611111111111111
"506","Blackstone",296,2023-03-22,"round top #1","John Crockett","beaver",2023-03-22 10:39:00,2023-03-22 10:55:00,"beaver","chewed stick","n","0.4458333333333333",NA,"stream edge","1","3","none","none","walking",0,0,0,0,0,1
"507","Blackstone",296,2023-03-22,"round top #1","John Crockett","beaver",2023-03-22 10:39:00,2023-03-22 10:55:00,"beaver","sticks","y","0.45347222222222222",NA,"stream edge","1","3","none","none","walking",0,0,0,0,0,1
"508","Blackstone",294,2023-03-22,"round top #2","John Crockett","N/A",2023-03-22 11:45:00,2023-03-22 12:21:00,"beaver","chewed stick","n","0.49722222222222223",NA,"stream edge","1","3","none","none","walking",0.0833333333333333,0,0,0.222222222222222,0,0.694444444444444
"509","Blackstone",294,2023-03-22,"round top #2","John Crockett","N/A",2023-03-22 11:45:00,2023-03-22 12:21:00,"otter","scat","n","0.50486111111111109",NA,"stream edge","1","3","none","none","walking",0.0833333333333333,0,0,0.222222222222222,0,0.694444444444444
"510","Blackstone",294,2023-03-22,"round top #2","John Crockett","N/A",2023-03-22 11:45:00,2023-03-22 12:21:00,"beaver","chewed sticks","y","0.50763888888888886",NA,"stream edge","1","3","none","none","walking",0.0833333333333333,0,0,0.222222222222222,0,0.694444444444444
"511","Blackstone",294,2023-03-22,"round top #2","John Crockett","N/A",2023-03-22 11:45:00,2023-03-22 12:21:00,"otter","latrine","y","0.51388888888888895",NA,"stream edge","1","3","none","none","walking",0.0833333333333333,0,0,0.222222222222222,0,0.694444444444444
"512","Blackstone",292,2023-03-22,"round top #3","John Crockett","beaver",2023-03-22 12:24:00,2023-03-22 12:36:00,"beaver","stick","y","0.51736111111111105",NA,"forested swamp","1","3","none","none","walking",0,0,0,0,0.166666666666667,0.833333333333333
"513","Blackstone",292,2023-03-22,"round top #3","John Crockett","beaver",2023-03-22 12:24:00,2023-03-22 12:36:00,"beaver","chewed stick","y","0.52361111111111114",NA,"forested swamp","1","3","none","none","walking",0,0,0,0,0.166666666666667,0.833333333333333
"514","Blackstone",242,2023-03-23,"smith and sayles reservoir","Chris Boylston","N/A",2023-03-23 11:22:00,2023-03-23 11:50:00,"beaver","chewed stick","n","0.48333333333333334",NA,"edge of lake","2","1","recent rain","none","kayaking",0.785714285714286,0,0,0,0,0.214285714285714
"515","Blackstone",242,2023-03-23,"smith and sayles reservoir","Chris Boylston","N/A",2023-03-23 11:22:00,2023-03-23 11:50:00,"beaver","chewed tree","n","0.48680555555555555",NA,"edge of lake","2","1","recent rain","none","kayaking",0.785714285714286,0,0,0,0,0.214285714285714
"516","Blackstone",242,2023-03-23,"smith and sayles","John Crockett","N/A",2023-03-23 11:23:00,2023-03-23 11:50:00,"beaver","chewed stick","n","0.48541666666666666",NA,"pond edge","1","3","none","none","kayaking",0.62962962962963,0,0,0,0,0.37037037037037
"517","Blackstone",204,2023-06-05,"Mercy Woods 1","Chris Boylston","N/A",2023-06-05 10:57:00,2023-06-05 11:04:00,NA,NA,NA,NA,NA,"pond edge","2","1","recent rain","none","walking",0.857142857142857,0,0,0,0,0.142857142857143
"518","Blackstone",224,2023-06-05,"Mercy Woods 2","Chris Boylston","beaver, muskrat",2023-06-05 11:30:00,2023-06-05 11:55:00,"beaver","chewed stick","N","0.47986111111111113",NA,"pond edge","2","1","recent rain","none","walking",0.8,0,0,0,0,0.2
"519","Blackstone",224,2023-06-05,"Mercy Woods 2","Chris Boylston","beaver, muskrat",2023-06-05 11:30:00,2023-06-05 11:55:00,"beaver","stump","N","0.4826388888888889",NA,"pond edge","2","1","recent rain","none","walking",0.8,0,0,0,0,0.2
"520","Blackstone",224,2023-06-05,"Mercy Woods 2","Chris Boylston","beaver, muskrat",2023-06-05 11:30:00,2023-06-05 11:55:00,"muskrat","scat","N","0.48541666666666666",NA,"pond edge","2","1","recent rain","none","walking",0.8,0,0,0,0,0.2
"521","Blackstone",224,2023-06-05,"Mercy Woods 2","Chris Boylston","beaver, muskrat",2023-06-05 11:30:00,2023-06-05 11:55:00,"beaver","chewed stick","N","0.4861111111111111",NA,"pond edge","2","1","recent rain","none","walking",0.8,0,0,0,0,0.2
"522","Blackstone",297,2023-06-05,"Mercy Woods 3","Chris Boylston","Beaver, Otter",2023-06-05 12:17:00,2023-06-05 12:32:00,"beaver","chewed stick","Y","0.5131944444444444",NA,"pond edge","2","1","recent rain","none","walking",0.8,0,0,0,0,0.2
"523","Blackstone",297,2023-06-05,"Mercy Woods 3","Chris Boylston","Beaver, Otter",2023-06-05 12:17:00,2023-06-05 12:32:00,"otter","fish bits","Y","0.51458333333333328",NA,"pond edge","2","1","recent rain","none","walking",0.8,0,0,0,0,0.2
"524","Blackstone",297,2023-06-05,"Mercy Woods 3","Chris Boylston","Beaver, Otter",2023-06-05 12:17:00,2023-06-05 12:32:00,"otter","fish bits","N","0.51944444444444449",NA,"pond edge","2","1","recent rain","none","walking",0.8,0,0,0,0,0.2
"525","Blackstone",297,2023-06-05,"Mercy Woods 3","Chris Boylston","Beaver, Otter",2023-06-05 12:17:00,2023-06-05 12:32:00,"beaver","stump","N","0.52083333333333337",NA,"pond edge","2","1","recent rain","none","walking",0.8,0,0,0,0,0.2
"526","Blackstone",297,2023-06-05,"Mercy Woods 3","Chris Boylston","Beaver, Otter",2023-06-05 12:17:00,2023-06-05 12:32:00,"otter","shells","N","0.52152777777777781",NA,"pond edge","2","1","recent rain","none","walking",0.8,0,0,0,0,0.2
"527","Blackstone",196,2023-06-05,"Mercy Woods 4","Chris Boylston","all",2023-06-05 12:51:00,2023-06-05 13:27:00,"beaver","stump","N","0.53541666666666665",NA,"pond edge","2","1","recent rain","none","walking",0.361111111111111,0,0,0,0,0.638888888888889
"528","Blackstone",196,2023-06-05,"Mercy Woods 4","Chris Boylston","all",2023-06-05 12:51:00,2023-06-05 13:27:00,"beaver","stump","N","0.53819444444444442",NA,"pond edge","2","1","recent rain","none","walking",0.361111111111111,0,0,0,0,0.638888888888889
"529","Blackstone",196,2023-06-05,"Mercy Woods 4","Chris Boylston","all",2023-06-05 12:51:00,2023-06-05 13:27:00,"beaver","stump","N","0.54236111111111118",NA,"pond edge","2","1","recent rain","none","walking",0.361111111111111,0,0,0,0,0.638888888888889
"530","Blackstone",196,2023-06-05,"Mercy Woods 4","Chris Boylston","all",2023-06-05 12:51:00,2023-06-05 13:27:00,"otter","scat","Y","0.54652777777777783",NA,"pond edge","2","1","recent rain","none","walking",0.361111111111111,0,0,0,0,0.638888888888889
"531","Blackstone",196,2023-06-05,"Mercy Woods 4","Chris Boylston","all",2023-06-05 12:51:00,2023-06-05 13:27:00,"beaver","chewed tree","N","0.54999999999999993",NA,"pond edge","2","1","recent rain","none","walking",0.361111111111111,0,0,0,0,0.638888888888889
"532","Blackstone",196,2023-06-05,"Mercy Woods 4","Chris Boylston","all",2023-06-05 12:51:00,2023-06-05 13:27:00,"beaver","stump","N","0.55833333333333335",NA,"pond edge","2","1","recent rain","none","walking",0.361111111111111,0,0,0,0,0.638888888888889
"533","Blackstone",225,2023-06-05,"Mercy Woods 5","Chris Boylston","all",2023-06-05 13:27:00,2023-06-05 13:57:00,"beaver","stump","N","0.5625",NA,"pond edge","2","1","recent rain","none","walking",0.333333333333333,0,0,0,0,0.666666666666667
"534","Blackstone",225,2023-06-05,"Mercy Woods 5","Chris Boylston","all",2023-06-05 13:27:00,2023-06-05 13:57:00,"beaver","stump","N","0.56388888888888888",NA,"pond edge","2","1","recent rain","none","walking",0.333333333333333,0,0,0,0,0.666666666666667
"535","Blackstone",225,2023-06-05,"Mercy Woods 5","Chris Boylston","all",2023-06-05 13:27:00,2023-06-05 13:57:00,"otter","fish scales","N","0.56597222222222221",NA,"pond edge","2","1","recent rain","none","walking",0.333333333333333,0,0,0,0,0.666666666666667
"536","Blackstone",225,2023-06-05,"Mercy Woods 5","Chris Boylston","all",2023-06-05 13:27:00,2023-06-05 13:57:00,"beaver","stump","N","0.57291666666666663",NA,"pond edge","2","1","recent rain","none","walking",0.333333333333333,0,0,0,0,0.666666666666667
"537","Blackstone",225,2023-06-05,"Mercy Woods 5","Chris Boylston","all",2023-06-05 13:27:00,2023-06-05 13:57:00,"muskrat","scat","Y","0.57777777777777783",NA,"pond edge","2","1","recent rain","none","walking",0.333333333333333,0,0,0,0,0.666666666666667
"538","Blackstone",225,2023-06-05,"Mercy Woods 5","Chris Boylston","all",2023-06-05 13:27:00,2023-06-05 13:57:00,"beaver","chewed tree","Y","0.57847222222222217",NA,"pond edge","2","1","recent rain","none","walking",0.333333333333333,0,0,0,0,0.666666666666667
"539","Blackstone",211,2023-06-05,"Mercy Woods 6","Chris Boylston","all",2023-06-05 13:57:00,2023-06-05 14:06:00,"beaver","stump","N","0.58263888888888882",NA,"pond edge","2","1","recent rain","none","walking",0.777777777777778,0,0,0,0,0.222222222222222
"540","Blackstone",211,2023-06-05,"Mercy Woods 6","Chris Boylston","all",2023-06-05 13:57:00,2023-06-05 14:06:00,"beaver","stump","N","0.58402777777777781",NA,"pond edge","2","1","recent rain","none","walking",0.777777777777778,0,0,0,0,0.222222222222222
"541","Blackstone",211,2023-06-05,"Mercy Woods 6","Chris Boylston","all",2023-06-05 13:57:00,2023-06-05 14:06:00,"muskrat","scat","N","0.58472222222222225",NA,"pond edge","2","1","recent rain","none","walking",0.777777777777778,0,0,0,0,0.222222222222222
"542","Blackstone",211,2023-06-05,"Mercy Woods 6","Chris Boylston","all",2023-06-05 13:57:00,2023-06-05 14:06:00,"beaver","chewed tree","Y","0.58680555555555558",NA,"pond edge","2","1","recent rain","none","walking",0.777777777777778,0,0,0,0,0.222222222222222
"543","Blackstone",204,2023-06-05,"Mercy Woods 6","John Crockett","N/A",2023-06-05 10:55:00,2023-06-05 11:02:00,NA,NA,NA,NA,NA,NA,"1","3","raining","none","walking",0.571428571428571,0,0,0,0,0.428571428571429
"544","Blackstone",224,2023-06-05,"Mercy Woods 1","John Crockett","beaver",2023-06-05 11:29:00,2023-06-05 11:53:00,"otter","latrine","Y","0.48402777777777778",NA,"Pond Edge","1","3","recent rain","none","walking",0.75,0,0,0,0,0.25
"545","Blackstone",224,2023-06-05,"Mercy Woods 1","John Crockett","beaver",2023-06-05 11:29:00,2023-06-05 11:53:00,"beaver","chewed stick","Y","0.48541666666666666",NA,"Pond Edge","1","3","recent rain","none","walking",0.75,0,0,0,0,0.25
"546","Blackstone",197,2023-06-05,"Mercy Woods 2","John Crockett","beaver",2023-06-05 12:16:00,2023-06-05 12:28:00,"beaver","chewed stick","Y","0.5083333333333333",NA,"Pond Edge","1","3","recent rain","none","walking",0.583333333333333,0,0,0,0,0.416666666666667
"547","Blackstone",196,2023-06-05,"Mercy Woods 3","John Crockett","beaver",2023-06-05 12:49:00,2023-06-05 13:21:00,"beaver","chewed stick","Y","0.53472222222222221",NA,"Pond Edge","1","3","recent rain","none","walking",0.4375,0,0,0,0,0.5625
"548","Blackstone",196,2023-06-05,"Mercy Woods 3","John Crockett","beaver",2023-06-05 12:49:00,2023-06-05 13:21:00,"beaver","chewed stick","Y","0.54861111111111105",NA,"Pond Edge","1","3","recent rain","none","walking",0.4375,0,0,0,0,0.5625
"549","Blackstone",196,2023-06-05,"Mercy Woods 3","John Crockett","beaver",2023-06-05 12:49:00,2023-06-05 13:21:00,"otter","latrine","N","0.55277777777777781",NA,"Pond Edge","1","3","recent rain","none","walking",0.4375,0,0,0,0,0.5625
"550","Blackstone",225,2023-06-05,"Mercy Woods 4","John Crockett","beaver",2023-06-05 13:26:00,2023-06-05 13:50:00,"beaver","chewed stick","Y","0.56041666666666667",NA,"Pond Edge","1","3","recent rain","none","walking",0.416666666666667,0,0,0,0,0.583333333333333
"551","Blackstone",225,2023-06-05,"Mercy Woods 4","John Crockett","beaver",2023-06-05 13:26:00,2023-06-05 13:50:00,"muskrat","scat","N","0.57291666666666663",NA,"Pond Edge","1","3","recent rain","none","walking",0.416666666666667,0,0,0,0,0.583333333333333
"552","Blackstone",211,2023-06-05,"Mercy Woods 5","John Crockett","beaver",2023-06-05 13:55:00,2023-06-05 14:04:00,"beaver","chewed stick","N","0.5805555555555556",NA,NA,"1","3","recent rain","none","walking",0.7,0,0,0,0,0.3
"553","Blackstone",132,2023-06-06,"Black Hut 1","Chris Boylston","N/A",2023-06-06 14:14:00,2023-06-06 14:35:00,"Beaver","stump","N","0.60347222222222219",NA,"stream/forest","2","1","recent rain","none","walking",0,0,0,0,0,1
"554","Blackstone",133,2023-06-06,"Black Hut 2","Chris Boylston","N/A",2023-06-06 14:35:00,2023-06-06 15:03:00,"beaver","stump","N","0.60833333333333328",NA,"stream/forest","2","1","recent rain","none","walking",0,0,0,0,0,1
"555","Blackstone",133,2023-06-06,"Black Hut 2","Chris Boylston","N/A",2023-06-06 14:35:00,2023-06-06 15:03:00,"Beaver","chewed stick","N","0.61319444444444449",NA,"stream/forest","2","1","recent rain","none","walking",0,0,0,0,0,1
"556","Blackstone",133,2023-06-06,"Black Hut 2","Chris Boylston","N/A",2023-06-06 14:35:00,2023-06-06 15:03:00,"Beaver","stump","N","0.61597222222222225",NA,"stream/forest","2","1","recent rain","none","walking",0,0,0,0,0,1
"557","Blackstone",296,2023-06-06,"Round Top 1","Chris Boylston","N/A",2023-06-06 10:40:00,2023-06-06 11:02:00,"beaver","chewed stick","N","0.4465277777777778",NA,"stream/forest","2","1","recent rain","none","walking",0,0,0,0,0,1
"558","Blackstone",296,2023-06-06,"Round Top 1","Chris Boylston","N/A",2023-06-06 10:40:00,2023-06-06 11:02:00,"Beaver","chewed tree","Y","0.45277777777777778",NA,"stream/forest","2","1","recent rain","none","walking",0,0,0,0,0,1
"559","Blackstone",296,2023-06-06,"Round Top 1","Chris Boylston","N/A",2023-06-06 10:40:00,2023-06-06 11:02:00,"Beaver","stump","N","0.4548611111111111",NA,"stream/forest","2","1","recent rain","none","walking",0,0,0,0,0,1
"560","Blackstone",115,2023-06-06,"Round Top 2","Chris Boylston","N/A",2023-06-06 11:16:00,2023-06-06 11:30:00,"Beaver","chewed stick","N","0.47291666666666665",NA,"shrub swamp","2","1","recent rain","none","walking",0,0,0,0,0.642857142857143,0.357142857142857
"561","Blackstone",115,2023-06-06,"Round Top 2","Chris Boylston","N/A",2023-06-06 11:16:00,2023-06-06 11:30:00,"Beaver","chewed stick","N","0.47638888888888892",NA,"shrub swamp","2","1","recent rain","none","walking",0,0,0,0,0.642857142857143,0.357142857142857
"562","Blackstone",294,2023-06-06,"Round Top 3","Chris Boylston","N/A",2023-06-06 12:06:00,2023-06-06 12:31:00,"Beaver","chewed tree","Y","0.51458333333333328",NA,"stream/forest","2","1","recent rain","none","walking",0.04,0,0,0.2,0,0.76
