"","Newtime","Watershed","Site.ID","Date","Observer","Expected","Start.Time","End.time","Spp","Sign.Type","Fresh","Time","Photo.Ref","Veg","Camera","GPS","Water.level.rain.report","snow","Mode","X","lon","lat","ele","time"
"174",2021-06-23 13:48:00,"Quinebaug",5589,2021-06-23,"John Crockett","muskrat",1899-12-31 12:25:00,1899-12-31 13:46:00,"muskrat","scat","N",1899-12-31 13:48:00,"7","stream",2,2,"recent rain","N","Foot",33913,-71.7085112538,41.689402638,130.4,"2021-06-23T17:47:31Z"
"175",2021-06-24 10:14:00,"Block Island Sound",272,2021-06-24,"John Crockett",NA,1899-12-31 09:58:00,1899-12-31 10:41:00,"musk?","chewed veg","Y",1899-12-31 10:14:00,"1","salt marsh",2,2,"high tide","N","Kayak",37475,-71.6708678752,41.3577394467,4.94,"2021-06-24T14:13:41Z"
"176",2021-06-24 10:26:00,"Block Island Sound",272,2021-06-24,"John Crockett",NA,1899-12-31 09:58:00,1899-12-31 10:41:00,"musk?","chewed veg","Y",1899-12-31 10:26:00,"2","salt marsh",2,2,"high tide","N","Kayak",37532,-71.6700109094,41.3583164569,4.94,"2021-06-24T14:25:35Z"
"177",2021-06-28 10:05:00,"Pawcatuck",9,2021-06-28,"Amy Mayer",NA,1899-12-31 09:45:00,1899-12-31 10:42:00,"muskrat","lodge","N",1899-12-31 10:05:00,"1","salt marsh",2,2,NA,"N","Foot",42201,-71.8392696977,41.3276199996,5.91,"2021-06-28T14:04:42Z"
"178",2021-06-29 09:47:00,"Pawcatuck",1945,2021-06-29,"John Crockett","beaver",1899-12-31 09:45:00,1899-12-31 10:44:00,"muskrat","scat","Y",1899-12-31 09:47:00,"1","stream",2,2,"no recent precip","N","Kayak",47795,-71.6965226177,41.4329208434,20.81,"2021-06-29T13:46:40Z"
"179",2021-06-29 10:00:00,"Pawcatuck",1945,2021-06-29,"John Crockett","beaver",1899-12-31 09:45:00,1899-12-31 10:44:00,"?","track","Y",1899-12-31 10:00:00,"2,3,4,5,6","stream",2,2,"no recent precip","N","Kayak",47828,-71.6972152982,41.432782542,22.73,"2021-06-29T13:59:44Z"
"180",2021-06-29 10:19:00,"Pawcatuck",1945,2021-06-29,"John Crockett","beaver",1899-12-31 09:45:00,1899-12-31 10:44:00,"beaver","chewed stick","N",1899-12-31 10:19:00,NA,"stream",2,2,"no recent precip","N","Kayak",47875,-71.6986516211,41.4322960563,10.71,"2021-06-29T14:18:43Z"
"181",2021-06-29 10:32:00,"Pawcatuck",1945,2021-06-29,"John Crockett","beaver",1899-12-31 09:45:00,1899-12-31 10:44:00,"beaver","chewed stick","N",1899-12-31 10:32:00,"7","stream",2,2,"no recent precip","N","Kayak",47907,-71.6975615546,41.4328055084,17.44,"2021-06-29T14:31:48Z"
"182",2021-06-29 10:41:00,"Pawcatuck",1945,2021-06-29,"John Crockett","beaver",1899-12-31 09:45:00,1899-12-31 10:44:00,"muskrat","scat","Y",1899-12-31 10:41:00,"8","stream",2,2,"no recent precip","N","Kayak",47926,-71.6971688624,41.4327448234,19.36,"2021-06-29T14:41:00Z"
"183",2021-06-29 10:44:00,"Pawcatuck",1945,2021-06-29,"John Crockett","beaver",1899-12-31 09:45:00,1899-12-31 10:44:00,"otter","latrine","Y",1899-12-31 10:44:00,NA,"stream",2,2,"no recent precip","N","Kayak",47932,-71.6971855424,41.4328527823,19.84,"2021-06-29T14:43:35Z"
"184",2021-06-29 11:39:00,"Pawcatuck",1664,2021-06-29,"John Crockett","beaver",1899-12-31 11:34:00,1899-12-31 12:12:00,"musk?","scat","N",1899-12-31 11:39:00,"1","stream",2,2,"no recent precip","N","Kayak",48158,-71.7068750225,41.5119055286,31.86,"2021-06-29T15:38:49Z"
"185",2021-06-29 11:53:00,"Pawcatuck",1664,2021-06-29,"John Crockett","beaver",1899-12-31 11:34:00,1899-12-31 12:12:00,"beaver","chewed stick","N",1899-12-31 11:53:00,"2","stream",2,2,"no recent precip","N","Kayak",48192,-71.707249945,41.5116725955,26.57,"2021-06-29T15:52:52Z"
"186",2021-06-29 12:03:00,"Pawcatuck",1664,2021-06-29,"John Crockett","beaver",1899-12-31 11:34:00,1899-12-31 12:12:00,"beaver","chewed stick","Y",1899-12-31 12:03:00,NA,"stream",2,2,"no recent precip","N","Kayak",48215,-71.7076717224,41.511350479,33.78,"2021-06-29T16:02:34Z"
"187",2021-06-29 13:00:00,"Pawcatuck",1236,2021-06-29,"John Crockett","muskrat",1899-12-31 12:43:00,1899-12-31 13:07:00,"beaver","chewed stick","N",1899-12-31 13:00:00,NA,"shrub swamp",2,2,"no recent precip","N","Kayak",48360,-71.7150995973,41.5048561804,23.69,"2021-06-29T16:59:33Z"
"188",2021-06-29 13:46:00,"Pawcatuck",1250,2021-06-29,"John Crockett","beaver",1899-12-31 13:23:00,1899-12-31 14:00:00,"beaver","stump","N",1899-12-31 13:46:00,"1","forested swamp",2,2,"no recent precip","N","Foot",48485,-71.7156393919,41.5067168791,39.07,"2021-06-29T17:45:43Z"
"189",2021-06-29 13:48:00,"Pawcatuck",1250,2021-06-29,"John Crockett","beaver",1899-12-31 13:23:00,1899-12-31 14:00:00,"beaver","chewed tree","Y",1899-12-31 13:48:00,"2","forested swamp",2,2,"no recent precip","N","Foot",48491,-71.7157835606,41.506873956,30.9,"2021-06-29T17:47:43Z"
"190",2021-06-30 09:48:00,"Pawcatuck",183,2021-06-30,"Amy Mayer",NA,1899-12-31 09:36:00,1899-12-31 10:40:00,"beaver","chewed stick","N",1899-12-31 09:48:00,"1","shrub swamp",2,2,"water low","N","Foot",300,-71.7234867811,41.3993094116,10.23,"2021-06-30T13:47:48Z"
"191",2021-06-30 10:10:00,"Pawcatuck",183,2021-06-30,"Amy Mayer",NA,1899-12-31 09:36:00,1899-12-31 10:40:00,"beaver","chewed stick","N",1899-12-31 10:10:00,"2","shrub swamp",2,2,"water low","N","Foot",349,-71.723235324,41.3994814921,7.35,"2021-06-30T14:09:43Z"
"192",2021-06-30 10:18:00,"Pawcatuck",183,2021-06-30,"Amy Mayer",NA,1899-12-31 09:36:00,1899-12-31 10:40:00,"beaver","dam","Y",1899-12-31 10:18:00,"3","shrub swamp",2,2,"water low","N","Foot",366,-71.723057963,41.3996316958,11.19,"2021-06-30T14:17:32Z"
"193",2021-06-30 11:15:00,"Pawcatuck",195,2021-06-30,"Amy Mayer",NA,1899-12-31 11:08:00,1899-12-31 12:13:00,"muskrat","track","Y",1899-12-31 11:15:00,"4","river/forest",2,2,"water low","N","Kayak",554,-71.7233637348,41.4041732624,16,"2021-06-30T15:14:46Z"
"194",2021-06-30 11:59:00,"Pawcatuck",195,2021-06-30,"Amy Mayer",NA,1899-12-31 11:08:00,1899-12-31 12:13:00,"beaver","chewed stick","N",1899-12-31 11:59:00,"5","river/forest",2,2,"water low","N","Kayak",671,-71.7236411758,41.4041877631,13.6,"2021-06-30T15:58:57Z"
"195",2021-07-08 10:38:00,"Block Island Sound",236,2021-07-08,"Kylie Rezendes",NA,1899-12-31 09:55:00,1899-12-31 10:36:00,"otter?","chewed shell","N",1899-12-31 10:38:00,"1","Salt pond",3,2,NA,"N","Kayak",1463,-71.7138105445,41.3391985931,3.02,"2021-07-08T14:37:48Z"
"196",2021-07-12 09:23:00,"Pawcatuck",2169,2021-07-12,"Amy Mayer","beaver, otter",1899-12-31 09:20:00,1899-12-31 10:42:00,"beaver","chewed stick","N",1899-12-31 09:23:00,"1","shrub swamp",3,2,"recent rain","N","Kayak",1943,-71.595233772,41.4569494966,33.3,"2021-07-12T13:22:36Z"
"197",2021-07-12 09:42:00,"Pawcatuck",2169,2021-07-12,"Amy Mayer","beaver, otter",1899-12-31 09:20:00,1899-12-31 10:42:00,"beaver","castor mound","N",1899-12-31 09:42:00,"2","shrub swamp",3,2,"recent rain","N","Kayak",2015,-71.5963047277,41.4568927512,32.34,"2021-07-12T13:41:38Z"
"198",2021-07-12 09:58:00,"Pawcatuck",2169,2021-07-12,"Amy Mayer","beaver, otter",1899-12-31 09:20:00,1899-12-31 10:42:00,"beaver","castor mound","Y",1899-12-31 09:58:00,"3,4","shrub swamp",3,2,"recent rain","N","Kayak",2074,-71.5965769719,41.4570634905,30.9,"2021-07-12T13:57:42Z"
"199",2021-07-12 10:03:00,"Pawcatuck",2169,2021-07-12,"Amy Mayer","beaver, otter",1899-12-31 09:20:00,1899-12-31 10:42:00,"beaver","dam","Y",1899-12-31 10:03:00,"5","shrub swamp",3,2,"recent rain","N","Kayak",2089,-71.5967981704,41.4571359102,29.46,"2021-07-12T14:02:35Z"
"200",2021-07-14 09:31:00,"Pawcatuck",2197,2021-07-14,"John Crockett","beaver, muskrat",1899-12-31 09:30:00,1899-12-31 09:48:00,"beaver","lodge","Y",1899-12-31 09:31:00,"1","shrub swamp",2,2,"recent rain","N","Kayak",2597,-71.5684023779,41.468189545,34.26,"2021-07-14T13:30:39Z"
"201",2021-07-14 09:33:00,"Pawcatuck",2197,2021-07-14,"John Crockett","beaver, muskrat",1899-12-31 09:30:00,1899-12-31 09:48:00,"muskrat","chewed veg","Y",1899-12-31 09:33:00,"2","shrub swamp",2,2,"recent rain","N","Kayak",2601,-71.5683116857,41.4681011159,31.38,"2021-07-14T13:32:42Z"
"202",2021-07-14 09:46:00,"Pawcatuck",2197,2021-07-14,"John Crockett","beaver, muskrat",1899-12-31 09:30:00,1899-12-31 09:48:00,"beaver","chewed stick","N",1899-12-31 09:46:00,"3","shrub swamp",2,2,"recent rain","N","Kayak",2629,-71.5683829319,41.4681274351,31.38,"2021-07-14T13:45:59Z"
"203",2021-07-14 12:44:00,"Pawcatuck",1800,2021-07-14,"John Crockett","beaver, muskrat",1899-12-31 12:41:00,1899-12-31 13:11:00,"beaver","dam","N",1899-12-31 12:44:00,"1","shrub swamp",2,2,"recent rain","N","Kayak",3181,-71.6091678478,41.4548584633,30.9,"2021-07-14T16:43:42Z"
"204",2021-07-14 12:46:00,"Pawcatuck",1800,2021-07-14,"John Crockett","beaver, muskrat",1899-12-31 12:41:00,1899-12-31 13:11:00,"beaver","chewed stick","N",1899-12-31 12:46:00,"2","shrub swamp",2,2,"recent rain","N","Kayak",3186,-71.6090672649,41.4547968563,32.82,"2021-07-14T16:45:48Z"
"205",2021-07-14 12:50:00,"Pawcatuck",1800,2021-07-14,"John Crockett","beaver, muskrat",1899-12-31 12:41:00,1899-12-31 13:11:00,"muskrat","chewed veg","Y",1899-12-31 12:50:00,"3","shrub swamp",2,2,"recent rain","N","Kayak",3195,-71.6086816136,41.4550414402,31.86,"2021-07-14T16:49:48Z"
"206",2021-07-14 12:57:00,"Pawcatuck",1800,2021-07-14,"John Crockett","beaver, muskrat",1899-12-31 12:41:00,1899-12-31 13:11:00,"muskrat","chewed veg","Y",1899-12-31 12:57:00,"4","shrub swamp",2,2,"recent rain","N","Kayak",3213,-71.6083225328,41.455441257,31.86,"2021-07-14T16:56:36Z"
"207",2021-07-14 13:05:00,"Pawcatuck",1800,2021-07-14,"John Crockett","beaver, muskrat",1899-12-31 12:41:00,1899-12-31 13:11:00,"beaver","chewed stick","Y",1899-12-31 13:05:00,"5","shrub swamp",2,2,"recent rain","N","Kayak",3234,-71.6082575731,41.4554110821,34.74,"2021-07-14T17:04:46Z"
"208",NA,"Block Island Sound",89,2021-06-17,"John Crockett",NA,1899-12-31 09:37:00,1899-12-31 10:07:00,NA,NA,NA,NA,NA,NA,3,2,"no recent precip","N","Foot",NA,NA,NA,NA,NA
"209",NA,"Block Island Sound",34,2021-07-08,"Kylie Rezendes",NA,1899-12-31 10:47:00,1899-12-31 11:19:00,NA,NA,NA,NA,NA,"Salt pond",3,2,NA,"N","Kayak",NA,NA,NA,NA,NA
"210",NA,"Block Island Sound",905,2021-06-17,"John Crockett",NA,1899-12-31 08:10:00,1899-12-31 09:00:00,NA,NA,NA,NA,NA,NA,3,2,"no recent precip","N","Foot",NA,NA,NA,NA,NA
"211",NA,"Block Island Sound",64,2021-08-18,"Amy Mayer",NA,1899-12-31 10:26:00,1899-12-31 10:56:00,NA,NA,NA,NA,NA,NA,2,2,NA,"N","Kayak",NA,NA,NA,NA,NA
"212",NA,"Block Island Sound",652,2021-06-17,"John Crockett",NA,1899-12-31 11:25:00,1899-12-31 12:02:00,NA,NA,NA,NA,NA,NA,3,2,"no recent precip","N","Foot",NA,NA,NA,NA,NA
"213",NA,"Pawcatuck",1548,2021-06-28,"Amy Mayer",NA,1899-12-31 11:46:00,1899-12-31 12:27:00,NA,NA,NA,NA,NA,NA,2,2,"lake gone","N","Foot",NA,NA,NA,NA,NA
"214",NA,"Block Island Sound",65,2021-08-18,"Amy Mayer",NA,1899-12-31 09:58:00,1899-12-31 10:18:00,NA,NA,NA,NA,NA,NA,2,2,NA,"N","Kayak",NA,NA,NA,NA,NA
"215",NA,"Block Island Sound",203,2021-07-08,"Kylie Rezendes",NA,1899-12-31 08:28:00,1899-12-31 09:04:00,NA,NA,NA,NA,NA,"Salt pond",3,2,NA,"N","Kayak",NA,NA,NA,NA,NA
"216",2021-06-04 07:59:00,"Block Island Sound",358,2021-06-04,"John Crockett",NA,1899-12-31 07:56:00,1899-12-31 08:56:00,"musk?","chewed veg","Y",1899-12-31 07:59:00,"1,2","pond",2,5,"recent rain","N","Kayak",75865,-71.665474372,41.402901141,20.81,"2021-06-04T11:58:40Z"
"217",2021-06-04 08:06:00,"Block Island Sound",358,2021-06-04,"John Crockett",NA,1899-12-31 07:56:00,1899-12-31 08:56:00,"musk?","chewed veg","Y",1899-12-31 08:06:00,"3","pond",2,5,"recent rain","N","Kayak",75882,-71.6653290298,41.4027045853,20.32,"2021-06-04T12:05:53Z"
"218",2021-06-04 08:24:00,"Block Island Sound",358,2021-06-04,"John Crockett",NA,1899-12-31 07:56:00,1899-12-31 08:56:00,"otter?","fish bits","N",1899-12-31 08:24:00,"4","pond",2,5,"recent rain","N","Kayak",75925,-71.6651841067,41.402017856,20.81,"2021-06-04T12:23:40Z"
"219",2021-06-04 08:32:00,"Block Island Sound",358,2021-06-04,"John Crockett",NA,1899-12-31 07:56:00,1899-12-31 08:56:00,"muskrat","scat","N",1899-12-31 08:32:00,"5","pond",2,5,"recent rain","N","Kayak",75943,-71.6650773212,41.4017678238,23.21,"2021-06-04T12:31:42Z"
"220",2021-06-04 08:43:00,"Block Island Sound",358,2021-06-04,"John Crockett",NA,1899-12-31 07:56:00,1899-12-31 08:56:00,"musk?","chewed veg","Y",1899-12-31 08:43:00,"6,7","pond",2,5,"recent rain","N","Kayak",75971,-71.6651247628,41.4010575414,25.61,"2021-06-04T12:42:46Z"
"221",2021-06-04 08:50:00,"Block Island Sound",358,2021-06-04,"John Crockett",NA,1899-12-31 07:56:00,1899-12-31 08:56:00,"muskrat","scat","Y",1899-12-31 08:50:00,"8","pond",2,5,"recent rain","N","Kayak",75987,-71.6652516648,41.4009554498,18.4,"2021-06-04T12:49:34Z"
"222",2021-06-07 09:11:00,"Pawcatuck",320,2021-06-07,"Amy Mayer","beaver, muskrat, otter",1899-12-31 08:59:00,1899-12-31 09:58:00,"musk?","scat","N",1899-12-31 09:11:00,"2","forest/river",2,5,NA,"N","Kayak",85039,-71.7719627637,41.4010002092,18.88,"2021-06-07T13:10:54Z"
"223",2021-06-07 09:19:00,"Pawcatuck",320,2021-06-07,"Amy Mayer","beaver, muskrat, otter",1899-12-31 08:59:00,1899-12-31 09:58:00,"beaver","chewed stick","N",1899-12-31 09:19:00,"3","forest/river",2,5,NA,"N","Kayak",85060,-71.772166444,41.4008769952,22.25,"2021-06-07T13:18:44Z"
"224",2021-06-07 09:21:00,"Pawcatuck",320,2021-06-07,"Amy Mayer","beaver, muskrat, otter",1899-12-31 08:59:00,1899-12-31 09:58:00,"muskrat","scat","N",1899-12-31 09:21:00,"4","forest/river",2,5,NA,"N","Kayak",85064,-71.7722320743,41.4007921703,19.36,"2021-06-07T13:20:37Z"
"225",2021-06-07 09:28:00,"Pawcatuck",320,2021-06-07,"Amy Mayer","beaver, muskrat, otter",1899-12-31 08:59:00,1899-12-31 09:58:00,"musk?","bank den","N",1899-12-31 09:28:00,"5,6","forest/river",2,5,NA,"N","Kayak",85083,-71.7723187432,41.4007787593,16.48,"2021-06-07T13:27:38Z"
"226",2021-06-07 09:37:00,"Pawcatuck",320,2021-06-07,"Amy Mayer","beaver, muskrat, otter",1899-12-31 08:59:00,1899-12-31 09:58:00,"beaver","chewed stick","N",1899-12-31 09:37:00,"7","forest/river",2,5,NA,"N","Kayak",85107,-71.7727437895,41.4005850535,14.08,"2021-06-07T13:36:32Z"
"227",2021-06-07 09:47:00,"Pawcatuck",320,2021-06-07,"Amy Mayer","beaver, muskrat, otter",1899-12-31 08:59:00,1899-12-31 09:58:00,"otter?","chewed shell",NA,1899-12-31 09:47:00,"8","forest/river",2,5,NA,"N","Kayak",85134,-71.7724052444,41.4010235947,16,"2021-06-07T13:46:36Z"
"228",2021-06-07 09:56:00,"Pawcatuck",320,2021-06-07,"Amy Mayer","beaver, muskrat, otter",1899-12-31 08:59:00,1899-12-31 09:58:00,"beaver","chewed stick","N",1899-12-31 09:56:00,"1","forest/river",2,5,NA,"N","Kayak",85158,-71.7719624285,41.4012742974,17.44,"2021-06-07T13:55:40Z"
"229",2021-06-07 11:33:00,"Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",1899-12-31 11:31:00,1899-12-31 12:25:00,"beaver","chewed stick","N",1899-12-31 11:33:00,"9","shrub swamp",2,5,NA,"N","Kayak",85397,-71.7758290842,41.3803846668,13.12,"2021-06-07T15:32:47Z"
"230",2021-06-07 11:36:00,"Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",1899-12-31 11:31:00,1899-12-31 12:25:00,"muskrat","chewed veg","Y",1899-12-31 11:36:00,"10","shrub swamp",2,5,NA,"N","Kayak",85404,-71.7758506257,41.3803690765,11.67,"2021-06-07T15:35:51Z"
"231",2021-06-07 11:50:00,"Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",1899-12-31 11:31:00,1899-12-31 12:25:00,"beaver","chewed stick","N",1899-12-31 11:50:00,"11","shrub swamp",2,5,NA,"N","Kayak",85445,-71.7763499357,41.3802647218,11.67,"2021-06-07T15:49:43Z"
"232",2021-06-07 11:59:00,"Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",1899-12-31 11:31:00,1899-12-31 12:25:00,"beaver","chewed stick","N",1899-12-31 11:59:00,"12","shrub swamp",2,5,NA,"N","Kayak",85473,-71.7765070964,41.3802117482,12.63,"2021-06-07T15:58:50Z"
"233",2021-06-07 12:04:00,"Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",1899-12-31 11:31:00,1899-12-31 12:25:00,"beaver","castor mound","Y",1899-12-31 12:04:00,"13","shrub swamp",2,5,NA,"N","Kayak",85486,-71.7769142892,41.3802826591,11.67,"2021-06-07T16:03:35Z"
"234",2021-06-07 12:08:00,"Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",1899-12-31 11:31:00,1899-12-31 12:25:00,"muskrat","chewed veg","Y",1899-12-31 12:08:00,"14","shrub swamp",2,5,NA,"N","Kayak",85497,-71.7771143652,41.3804000895,10.71,"2021-06-07T16:07:33Z"
"235",2021-06-07 12:14:00,"Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",1899-12-31 11:31:00,1899-12-31 12:25:00,"muskrat","scat","N",1899-12-31 12:14:00,"15","shrub swamp",2,5,NA,"N","Kayak",85513,-71.7774001881,41.3804316893,10.71,"2021-06-07T16:13:44Z"
"236",2021-06-07 12:17:00,"Pawcatuck",256,2021-06-07,"Amy Mayer","beaver, muskrat",1899-12-31 11:31:00,1899-12-31 12:25:00,"beaver","chewed stick","N",1899-12-31 12:17:00,"16","shrub swamp",2,5,NA,"N","Kayak",85521,-71.7775176186,41.3804378081,10.23,"2021-06-07T16:16:31Z"
"237",2021-06-08 08:53:00,"Quinebaug",10122,2021-06-08,"John Crockett",NA,1899-12-31 08:42:00,1899-12-31 09:36:00,"beaver","chewed stick","N",1899-12-31 08:53:00,"1","forest/river",2,5,"no recent precip","N","Foot",92449,-71.75913007,41.9329813309,189.04,"2021-06-08T12:52:45Z"
"238",2021-06-08 09:14:00,"Quinebaug",10122,2021-06-08,"John Crockett",NA,1899-12-31 08:42:00,1899-12-31 09:36:00,"beaver","chewed stick","N",1899-12-31 09:14:00,"2","forest/river",2,5,"no recent precip","N","Foot",92507,-71.7605340388,41.9335372187,193.84,"2021-06-08T13:13:47Z"
"239",2021-06-08 09:24:00,"Quinebaug",10122,2021-06-08,"John Crockett",NA,1899-12-31 08:42:00,1899-12-31 09:36:00,"otter","scat","Y",1899-12-31 09:24:00,"3","forest/river",2,5,"no recent precip","N","Foot",92533,-71.7614156473,41.9333662279,198.65,"2021-06-08T13:23:45Z"
"240",2021-06-08 09:25:00,"Quinebaug",10122,2021-06-08,"John Crockett",NA,1899-12-31 08:42:00,1899-12-31 09:36:00,"beaver","chewed stick","N",1899-12-31 09:25:00,"4","forest/river",2,5,"no recent precip","N","Foot",92536,-71.7613926809,41.9332669023,202.01,"2021-06-08T13:24:47Z"
"241",2021-06-08 10:22:00,"Quinebaug",9630,2021-06-08,"John Crockett","beaver, otter",1899-12-31 10:20:00,1899-12-31 12:00:00,"beaver","chewed stick","N",1899-12-31 10:22:00,"5","forested swamp",2,5,"no recent precip","N","Foot",92737,-71.7739262246,41.9388381019,188.08,"2021-06-08T14:21:45Z"
"242",2021-06-08 10:30:00,"Quinebaug",9630,2021-06-08,"John Crockett","beaver, otter",1899-12-31 10:20:00,1899-12-31 12:00:00,"beaver","stripped stick","N",1899-12-31 10:30:00,"6","forested swamp",2,5,"no recent precip","N","Foot",92757,-71.7745877244,41.9390732981,186.63,"2021-06-08T14:29:34Z"
"243",2021-06-08 10:38:00,"Quinebaug",9630,2021-06-08,"John Crockett","beaver, otter",1899-12-31 10:20:00,1899-12-31 12:00:00,"beaver","visual encounter","Y",1899-12-31 10:38:00,"7","forested swamp",2,5,"no recent precip","N","Foot",92779,-71.7748392653,41.9390873797,177.98,"2021-06-08T14:37:56Z"
"244",2021-06-08 10:58:00,"Quinebaug",9630,2021-06-08,"John Crockett","beaver, otter",1899-12-31 10:20:00,1899-12-31 12:00:00,"beaver","stripped stick","Y",1899-12-31 10:58:00,"8","forested swamp",2,5,"no recent precip","N","Foot",92821,-71.7749859486,41.9392235857,181.83,"2021-06-08T14:57:40Z"
"245",2021-06-08 11:13:00,"Quinebaug",9630,2021-06-08,"John Crockett","beaver, otter",1899-12-31 10:20:00,1899-12-31 12:00:00,"beaver","stump","N",1899-12-31 11:13:00,"9","forested swamp",2,5,"no recent precip","N","Foot",92859,-71.7754356377,41.9389381818,188.56,"2021-06-08T15:12:32Z"
"246",2021-06-08 11:14:00,"Quinebaug",9630,2021-06-08,"John Crockett","beaver, otter",1899-12-31 10:20:00,1899-12-31 12:00:00,"beaver","chewed tree","Y",1899-12-31 11:14:00,"10","forested swamp",2,5,"no recent precip","N","Foot",92863,-71.7755438481,41.9388815202,184.71,"2021-06-08T15:13:45Z"
"247",2021-06-08 11:17:00,"Quinebaug",9630,2021-06-08,"John Crockett","beaver, otter",1899-12-31 10:20:00,1899-12-31 12:00:00,"beaver","dam","Y",1899-12-31 11:17:00,NA,"forested swamp",2,5,"no recent precip","N","Foot",92873,-71.7763848044,41.9388695341,185.67,"2021-06-08T15:16:41Z"
"248",2021-06-08 11:20:00,"Quinebaug",9630,2021-06-08,"John Crockett","beaver, otter",1899-12-31 10:20:00,1899-12-31 12:00:00,"otter","latrine","Y",1899-12-31 11:20:00,"11 to 16","forested swamp",2,5,"no recent precip","N","Foot",92884,-71.7763158213,41.9395493064,177.5,"2021-06-08T15:19:40Z"
"249",2021-06-08 11:31:00,"Quinebaug",9630,2021-06-08,"John Crockett","beaver, otter",1899-12-31 10:20:00,1899-12-31 12:00:00,"beaver","lodge","N",1899-12-31 11:31:00,"17","forested swamp",2,5,"no recent precip","N","Foot",92914,-71.7761604208,41.9399023522,184.23,"2021-06-08T15:30:45Z"
"250",2021-06-08 11:34:00,"Quinebaug",9630,2021-06-08,"John Crockett","beaver, otter",1899-12-31 10:20:00,1899-12-31 12:00:00,"otter","latrine","N",1899-12-31 11:34:00,"18","forested swamp",2,5,"no recent precip","N","Foot",92922,-71.7761933617,41.9399651326,186.15,"2021-06-08T15:33:38Z"
"251",2021-06-08 11:41:00,"Quinebaug",9630,2021-06-08,"John Crockett","beaver, otter",1899-12-31 10:20:00,1899-12-31 12:00:00,"beaver","lodge","N",1899-12-31 11:41:00,"19","forested swamp",2,5,"no recent precip","N","Foot",92944,-71.775823636,41.9404981378,185.67,"2021-06-08T15:40:44Z"
"252",2021-06-08 11:42:00,"Quinebaug",9630,2021-06-08,"John Crockett","beaver, otter",1899-12-31 10:20:00,1899-12-31 12:00:00,"otter","latrine","Y",1899-12-31 11:42:00,"20","forested swamp",2,5,"no recent precip","N","Foot",92947,-71.7757703271,41.9406966213,184.23,"2021-06-08T15:41:38Z"
"253",2021-06-08 11:52:00,"Quinebaug",9630,2021-06-08,"John Crockett","beaver, otter",1899-12-31 10:20:00,1899-12-31 12:00:00,"otter","latrine","N",1899-12-31 11:52:00,"21,22","forested swamp",2,5,"no recent precip","N","Foot",92978,-71.77544754,41.9398614485,187.11,"2021-06-08T15:51:38Z"
"254",2021-06-14 08:12:00,"Pawcatuck",748,2021-06-14,"John Crockett",NA,1899-12-31 08:03:00,1899-12-31 09:20:00,"beaver","chewed stick","N",1899-12-31 08:12:00,"1","pond edge",2,5,"no recent precip","N","Foot",94242,-71.706053596,41.410348881,47.72,"2021-06-14T12:11:53Z"
"255",2021-06-14 08:20:00,"Pawcatuck",748,2021-06-14,"John Crockett",NA,1899-12-31 08:03:00,1899-12-31 09:20:00,"?","scat","N",1899-12-31 08:20:00,"2","pond edge",2,5,"no recent precip","N","Foot",94265,-71.7061644047,41.4107818902,44.84,"2021-06-14T12:19:41Z"
"256",2021-06-14 08:37:00,"Pawcatuck",748,2021-06-14,"John Crockett",NA,1899-12-31 08:03:00,1899-12-31 09:20:00,"musk?","track","Y",1899-12-31 08:37:00,"3 thru 7","pond edge",2,5,"no recent precip","N","Foot",94311,-71.7058175616,41.4110729937,41.47,"2021-06-14T12:36:37Z"
"257",2021-06-14 08:44:00,"Pawcatuck",748,2021-06-14,"John Crockett",NA,1899-12-31 08:03:00,1899-12-31 09:20:00,"?","track","Y",1899-12-31 08:44:00,"8","pond edge",2,5,"no recent precip","N","Foot",94332,-71.7056948505,41.4111391269,43.88,"2021-06-14T12:43:50Z"
"258",2021-06-14 08:54:00,"Pawcatuck",748,2021-06-14,"John Crockett",NA,1899-12-31 08:03:00,1899-12-31 09:20:00,"musk?","track","Y",1899-12-31 08:54:00,"9,10","pond edge",2,5,"no recent precip","N","Foot",94362,-71.7055026535,41.4114917535,41.95,"2021-06-14T12:53:30Z"
"259",2021-06-14 09:02:00,"Pawcatuck",748,2021-06-14,"John Crockett",NA,1899-12-31 08:03:00,1899-12-31 09:20:00,"beaver","stump","N",1899-12-31 09:02:00,"11","pond edge",2,5,"no recent precip","N","Foot",94387,-71.7052281462,41.4117071684,38.59,"2021-06-14T13:01:32Z"
"260",2021-06-14 09:14:00,"Pawcatuck",748,2021-06-14,"John Crockett",NA,1899-12-31 08:03:00,1899-12-31 09:20:00,"?","scat","Y",1899-12-31 09:14:00,"12","pond edge",2,5,"no recent precip","N","Foot",94425,-71.7048932891,41.4109375421,41.95,"2021-06-14T13:13:42Z"
